Var1
3280.43774534436
3266.0460562177
3263.86897677448
3271.64587541688
3288.1716165277
3307.82278540583
3329.52456270414
3353.3603556435
3379.50303280944
3407.94551404106
3438.66638545377
3471.65439440869
3506.88300280283
3544.33188972598
3583.97068708041
3624.5527338484
3666.01663554661
3708.2928853451
3751.31563414735
3795.01771392447
3839.32448259362
3884.1634440119
3929.46332861045
3975.14158682008
4021.1217597638
4067.32600119461
4113.66501968138
4160.0556734398
4206.41209370425
4252.64060396557
4298.69413878976
4344.56803555236
4390.25177753273
4435.74162346745
4481.03620592181
4526.12554257516
4571.00219904729
4615.67201192879
4660.12141846704
4704.35017717062
4748.35914229717
4792.14194927141
4835.69501992797
4878.88736248202
4921.71512257609
4964.17394299231
5006.25948112485
5047.97012194162
5089.30958257191
5130.27353120955
5170.86946566858
5211.09422538578
5250.9485694611
5290.43708649342
5329.55149635063
5368.28235159358
5406.63032462335
5444.60500566149
5482.20840585578
5519.44507000239
5556.31436968133
5592.81948838819
5628.95599837582
5664.72230319768
5700.11688335899
5735.13829580944
5769.79058725076
5804.07101379048
5837.97900132241
5871.51445557164
5904.67573063092
5937.46670000866
5969.88308891917
6001.93041021814
6033.60994027897
6064.9213357146
6095.86472224933
6126.44797503424
6156.66855124933
6186.53133689038
6216.03224836492
6245.18089628739
6273.97828831911
6302.42850052691
6330.53259315285
6358.29472103894
6385.72253417935
6412.81487108897
6439.5778208613
6466.01783970221
6492.13767061161
6517.94684858995
6543.45084931989
6568.65645834187
6593.56290911531
6618.18022689286
6642.51075110688
6666.56071918351
6690.33121193147
6713.82591691973
6737.0466153622
6760.00183003861
6782.68919439191
6805.10857792991
6827.26791905302
6849.16100530689
6870.79057217147
6892.16048221593
6913.26413142277
6934.10691512999
6954.68370194069
6974.99650069205
6995.04270866081
7014.81692115695
7034.32119527302
7053.55385582147
7072.5097822428
7091.18264355685
7109.57106082282
7127.67098662345
7145.47978677204
7162.99158597498
7180.20505421267
7197.12044805228
7213.7353764675
7230.04793981984
7246.05549863801
7261.76169695831
7277.16771229277
7292.27240477536
7307.07351289753
7321.57504417047
7335.78041133783
7349.69305326956
7363.36683609298
7376.8606938507
7390.17893955454
7403.32486960157
7416.30385225193
7429.11675313422
7441.77317409581
7454.27499697416
7466.62691025498
7478.83755186507
7490.91515651003
7502.8632810637
7514.6954178131
7526.4127338341
7538.02622253766
7549.54584530303
7560.98329281238
7572.35422941341
7583.67426791266
7594.95782065707
7606.22039302297
7617.47335027031
7628.73238361574
7640.01111396863
7651.32337095274
7662.67877945952
7674.08866272558
7685.56617976712
7697.12227140133
7708.76505552327
7720.50761285208
7732.35771444571
7744.32860570697
7756.42254176961
7768.6523134978
7781.02548703529
7793.54933495685
7806.22701889586
7819.0698464479
7832.08080142612
7845.26257105899
7858.62522245706
7872.17273482504
7885.9091205903
7899.83845986846
7913.96148393296
