Days	G0	G25	G50	G75	G100	
1256	12.442	14.01	15.226	16.558	18.701
1257	12.446	14.014	15.231	16.564	18.709
1258	12.45	14.019	15.237	16.57	18.716
1259	12.454	14.024	15.242	16.576	18.723
1260	12.458	14.029	15.248	16.582	18.731
1261	12.463	14.034	15.253	16.588	18.738
1262	12.467	14.039	15.259	16.595	18.745
1263	12.471	14.044	15.264	16.601	18.753
1264	12.475	14.049	15.27	16.607	18.76
1265	12.48	14.054	15.275	16.613	18.767
1266	12.484	14.059	15.281	16.619	18.775
1267	12.488	14.063	15.286	16.626	18.782
1268	12.492	14.068	15.292	16.632	18.789
1269	12.496	14.073	15.297	16.638	18.797
1270	12.5	14.078	15.303	16.644	18.804
1271	12.505	14.083	15.308	16.65	18.811
1272	12.509	14.088	15.314	16.656	18.819
1273	12.513	14.093	15.319	16.662	18.826
1274	12.517	14.098	15.325	16.669	18.834
1275	12.521	14.103	15.33	16.675	18.841
1276	12.525	14.108	15.336	16.681	18.848
1277	12.529	14.112	15.341	16.687	18.856
1278	12.534	14.117	15.347	16.693	18.863
1279	12.538	14.122	15.352	16.7	18.87
1280	12.542	14.127	15.358	16.706	18.878
1281	12.546	14.132	15.363	16.712	18.885
1282	12.55	14.137	15.369	16.718	18.892
1283	12.555	14.142	15.374	16.724	18.9
1284	12.559	14.147	15.38	16.731	18.907
1285	12.563	14.152	15.385	16.737	18.914
1286	12.567	14.157	15.391	16.743	18.922
1287	12.571	14.162	15.396	16.749	18.929
1288	12.575	14.166	15.402	16.755	18.937
1289	12.58	14.171	15.407	16.761	18.944
1290	12.584	14.176	15.413	16.768	18.951
1291	12.588	14.181	15.418	16.774	18.958
1292	12.592	14.186	15.423	16.78	18.966
1293	12.596	14.191	15.429	16.786	18.973
1294	12.6	14.196	15.434	16.792	18.98
1295	12.604	14.201	15.44	16.798	18.988
1296	12.609	14.206	15.445	16.805	18.995
1297	12.613	14.21	15.451	16.811	19.003
1298	12.617	14.215	15.456	16.817	19.01
1299	12.621	14.22	15.462	16.823	19.017
1300	12.625	14.225	15.467	16.829	19.025
1301	12.63	14.23	15.473	16.836	19.032
1302	12.634	14.235	15.478	16.842	19.039
1303	12.638	14.24	15.484	16.848	19.047
1304	12.642	14.245	15.489	16.854	19.054
1305	12.646	14.25	15.495	16.86	19.061
1306	12.65	14.254	15.5	16.866	19.069
1307	12.655	14.259	15.506	16.873	19.076
1308	12.659	14.264	15.511	16.879	19.083
1309	12.663	14.269	15.517	16.885	19.091
1310	12.667	14.274	15.522	16.891	19.098
1311	12.671	14.279	15.528	16.897	19.105
1312	12.675	14.284	15.533	16.904	19.113
1313	12.679	14.289	15.539	16.91	19.12
1314	12.684	14.294	15.544	16.916	19.128
1315	12.688	14.299	15.55	16.922	19.135
1316	12.692	14.303	15.555	16.928	19.142
1317	12.696	14.308	15.561	16.934	19.15
1318	12.7	14.313	15.566	16.941	19.157
1319	12.704	14.318	15.572	16.947	19.164
1320	12.709	14.323	15.577	16.953	19.172
1321	12.713	14.328	15.583	16.959	19.179
1322	12.717	14.333	15.588	16.965	19.187
1323	12.721	14.338	15.594	16.972	19.194
1324	12.725	14.342	15.599	16.978	19.201
1325	12.729	14.347	15.605	16.984	19.209
1326	12.733	14.352	15.61	16.99	19.216
1327	12.737	14.357	15.616	16.996	19.224
1328	12.742	14.362	15.621	17.002	19.231
1329	12.746	14.367	15.627	17.009	19.238
1330	12.75	14.372	15.632	17.015	19.246
1331	12.754	14.377	15.638	17.021	19.253
1332	12.758	14.382	15.643	17.027	19.26
1333	12.762	14.386	15.649	17.033	19.268
1334	12.766	14.391	15.654	17.04	19.275
1335	12.771	14.396	15.66	17.046	19.283
1336	12.775	14.401	15.665	17.052	19.29
1337	12.779	14.406	15.671	17.058	19.297
1338	12.783	14.411	15.676	17.064	19.305
1339	12.787	14.416	15.682	17.071	19.312
1340	12.791	14.421	15.687	17.077	19.32
1341	12.796	14.425	15.692	17.083	19.327
1342	12.8	14.43	15.698	17.089	19.334
1343	12.804	14.435	15.703	17.095	19.342
1344	12.808	14.44	15.709	17.102	19.349
1345	12.812	14.445	15.714	17.108	19.357
1346	12.816	14.45	15.72	17.114	19.364
1347	12.82	14.455	15.725	17.12	19.371
1348	12.824	14.459	15.731	17.126	19.379
1349	12.828	14.464	15.736	17.132	19.386
1350	12.833	14.469	15.742	17.139	19.393
1351	12.837	14.474	15.747	17.145	19.401
1352	12.841	14.479	15.753	17.151	19.408
1353	12.845	14.484	15.758	17.157	19.415
1354	12.849	14.489	15.764	17.163	19.423
1355	12.853	14.494	15.769	17.17	19.43
1356	12.858	14.499	15.775	17.176	19.438
1357	12.862	14.503	15.78	17.182	19.445
1358	12.866	14.508	15.786	17.188	19.452
1359	12.87	14.513	15.791	17.194	19.46
1360	12.874	14.518	15.797	17.201	19.467
1361	12.878	14.523	15.802	17.207	19.475
1362	12.882	14.528	15.808	17.213	19.482
1363	12.886	14.532	15.813	17.219	19.489
1364	12.89	14.537	15.819	17.225	19.497
1365	12.894	14.542	15.824	17.231	19.504
1366	12.899	14.547	15.83	17.238	19.512
1367	12.903	14.552	15.835	17.244	19.519
1368	12.907	14.557	15.84	17.25	19.526
1369	12.911	14.562	15.846	17.256	19.534
1370	12.915	14.567	15.851	17.262	19.541
1371	12.919	14.571	15.857	17.269	19.549
1372	12.923	14.576	15.862	17.275	19.556
1373	12.927	14.581	15.868	17.281	19.563
1374	12.932	14.586	15.873	17.287	19.571
1375	12.936	14.591	15.879	17.293	19.578
1376	12.94	14.596	15.884	17.299	19.586
1377	12.944	14.601	15.89	17.306	19.593
1378	12.948	14.605	15.895	17.312	19.601
1379	12.952	14.61	15.901	17.318	19.608
1380	12.956	14.615	15.906	17.324	19.615
1381	12.96	14.62	15.912	17.33	19.623
1382	12.964	14.625	15.917	17.337	19.63
1383	12.968	14.63	15.923	17.343	19.638
1384	12.972	14.634	15.928	17.349	19.645
1385	12.977	14.639	15.934	17.355	19.653
1386	12.981	14.644	15.939	17.361	19.66
1387	12.985	14.649	15.945	17.368	19.667
1388	12.989	14.654	15.95	17.374	19.675
1389	12.993	14.659	15.955	17.38	19.682
1390	12.997	14.664	15.961	17.386	19.69
1391	13.001	14.669	15.966	17.392	19.697
1392	13.005	14.673	15.972	17.398	19.704
1393	13.01	14.678	15.977	17.405	19.712
1394	13.014	14.683	15.983	17.411	19.719
1395	13.018	14.688	15.988	17.417	19.726
1396	13.022	14.693	15.994	17.423	19.734
1397	13.026	14.698	15.999	17.429	19.741
1398	13.03	14.702	16.005	17.436	19.749
1399	13.034	14.707	16.01	17.442	19.756
1400	13.038	14.712	16.016	17.448	19.764
1401	13.042	14.717	16.021	17.454	19.771
1402	13.046	14.722	16.026	17.46	19.778
1403	13.05	14.727	16.032	17.467	19.786
1404	13.054	14.732	16.038	17.473	19.793
1405	13.059	14.736	16.043	17.479	19.801
1406	13.063	14.741	16.048	17.485	19.808
1407	13.067	14.746	16.054	17.491	19.816
1408	13.071	14.751	16.059	17.497	19.823
1409	13.075	14.756	16.065	17.504	19.83
1410	13.079	14.761	16.07	17.51	19.838
1411	13.083	14.766	16.076	17.516	19.845
1412	13.087	14.77	16.081	17.522	19.853
1413	13.091	14.775	16.087	17.528	19.86
1414	13.095	14.78	16.092	17.535	19.868
1415	13.099	14.785	16.098	17.541	19.875
1416	13.103	14.79	16.103	17.547	19.883
1417	13.108	14.795	16.109	17.553	19.89
1418	13.112	14.799	16.114	17.559	19.897
1419	13.116	14.804	16.119	17.566	19.905
1420	13.12	14.809	16.125	17.572	19.912
1421	13.124	14.814	16.13	17.578	19.92
1422	13.128	14.819	16.136	17.584	19.927
1423	13.132	14.824	16.141	17.59	19.935
1424	13.136	14.828	16.147	17.597	19.942
1425	13.14	14.833	16.152	17.603	19.95
1426	13.144	14.838	16.158	17.609	19.957
1427	13.148	14.843	16.163	17.615	19.964
1428	13.153	14.848	16.169	17.621	19.972
1429	13.157	14.853	16.174	17.628	19.979
1430	13.161	14.857	16.18	17.634	19.987
1431	13.165	14.862	16.185	17.64	19.994
1432	13.169	14.867	16.191	17.646	20.002
1433	13.173	14.872	16.196	17.652	20.009
1434	13.177	14.877	16.202	17.659	20.017
1435	13.181	14.881	16.207	17.665	20.024
1436	13.185	14.886	16.212	17.671	20.031
1437	13.189	14.891	16.218	17.677	20.039
1438	13.193	14.896	16.223	17.683	20.046
1439	13.197	14.901	16.229	17.69	20.054
1440	13.201	14.906	16.234	17.696	20.061
1441	13.205	14.911	16.24	17.702	20.068
1442	13.209	14.915	16.245	17.708	20.076
1443	13.213	14.92	16.251	17.714	20.083
1444	13.218	14.925	16.256	17.72	20.091
1445	13.222	14.93	16.262	17.727	20.098
1446	13.226	14.935	16.267	17.733	20.106
1447	13.23	14.94	16.273	17.739	20.113
1448	13.234	14.944	16.278	17.745	20.121
1449	13.238	14.949	16.283	17.751	20.128
1450	13.242	14.954	16.289	17.758	20.136
1451	13.246	14.959	16.294	17.764	20.143
1452	13.25	14.964	16.3	17.77	20.151
1453	13.254	14.968	16.305	17.776	20.158
1454	13.258	14.973	16.311	17.782	20.166
1455	13.262	14.978	16.316	17.789	20.173
1456	13.266	14.983	16.322	17.795	20.18
1457	13.27	14.988	16.327	17.801	20.188
1458	13.274	14.993	16.333	17.807	20.195
1459	13.278	14.997	16.338	17.813	20.203
1460	13.282	15.002	16.343	17.82	20.21
1461	13.286	15.007	16.349	17.826	20.218
1462	13.291	15.012	16.354	17.832	20.225
1463	13.295	15.017	16.36	17.838	20.233
1464	13.299	15.021	16.365	17.844	20.24
1465	13.303	15.026	16.371	17.851	20.248
1466	13.307	15.031	16.376	17.857	20.255
1467	13.311	15.036	16.382	17.863	20.263
1468	13.315	15.041	16.387	17.869	20.27
1469	13.319	15.046	16.393	17.875	20.278
1470	13.323	15.05	16.398	17.882	20.285
1471	13.327	15.055	16.404	17.888	20.293
1472	13.331	15.06	16.409	17.894	20.3
1473	13.335	15.065	16.414	17.9	20.308
1474	13.339	15.07	16.42	17.906	20.315
1475	13.343	15.074	16.425	17.913	20.323
1476	13.347	15.079	16.431	17.919	20.33
1477	13.351	15.084	16.436	17.925	20.338
1478	13.355	15.089	16.442	17.931	20.345
1479	13.359	15.094	16.447	17.937	20.353
1480	13.363	15.098	16.453	17.944	20.36
1481	13.367	15.103	16.458	17.95	20.367
1482	13.371	15.108	16.464	17.956	20.375
1483	13.375	15.113	16.469	17.962	20.382
1484	13.38	15.118	16.475	17.968	20.39
1485	13.384	15.123	16.48	17.974	20.397
1486	13.388	15.128	16.485	17.981	20.405
1487	13.392	15.132	16.491	17.987	20.412
1488	13.396	15.137	16.496	17.993	20.42
1489	13.4	15.142	16.502	17.999	20.427
1490	13.404	15.147	16.507	18.005	20.435
1491	13.408	15.152	16.513	18.012	20.442
1492	13.412	15.156	16.518	18.018	20.45
1493	13.416	15.161	16.524	18.024	20.457
1494	13.42	15.166	16.529	18.03	20.465
1495	13.424	15.171	16.535	18.037	20.472
1496	13.428	15.176	16.54	18.043	20.48
1497	13.432	15.18	16.545	18.049	20.487
1498	13.436	15.185	16.551	18.055	20.494
1499	13.44	15.19	16.556	18.061	20.502
1500	13.444	15.195	16.562	18.068	20.51
1501	13.448	15.2	16.567	18.074	20.517
1502	13.452	15.204	16.573	18.08	20.525
1503	13.456	15.209	16.578	18.086	20.532
1504	13.46	15.214	16.584	18.092	20.54
1505	13.464	15.219	16.589	18.099	20.547
1506	13.468	15.224	16.595	18.105	20.555
1507	13.472	15.228	16.6	18.111	20.562
1508	13.476	15.233	16.605	18.117	20.57
1509	13.48	15.238	16.611	18.123	20.577
1510	13.484	15.243	16.616	18.13	20.585
1511	13.488	15.248	16.622	18.136	20.592
1512	13.492	15.253	16.627	18.142	20.6
1513	13.496	15.257	16.633	18.148	20.607
1514	13.5	15.262	16.638	18.155	20.615
1515	13.504	15.267	16.644	18.161	20.622
1516	13.508	15.272	16.649	18.167	20.63
1517	13.512	15.276	16.655	18.173	20.637
1518	13.516	15.281	16.66	18.179	20.645
1519	13.52	15.286	16.665	18.186	20.652
1520	13.524	15.291	16.671	18.192	20.66
1521	13.528	15.296	16.676	18.198	20.667
1522	13.532	15.301	16.682	18.204	20.675
1523	13.536	15.305	16.687	18.21	20.682
1524	13.54	15.31	16.693	18.217	20.69
1525	13.544	15.315	16.698	18.223	20.697
1526	13.548	15.32	16.704	18.229	20.705
1527	13.552	15.324	16.709	18.235	20.712
1528	13.557	15.329	16.715	18.241	20.72
1529	13.561	15.334	16.72	18.248	20.728
1530	13.565	15.339	16.725	18.254	20.735
1531	13.569	15.344	16.731	18.26	20.743
1532	13.573	15.349	16.736	18.266	20.75
1533	13.577	15.353	16.742	18.273	20.758
1534	13.581	15.358	16.747	18.279	20.765
1535	13.585	15.363	16.753	18.285	20.773
1536	13.589	15.368	16.758	18.291	20.78
1537	13.593	15.373	16.764	18.297	20.788
1538	13.597	15.377	16.769	18.304	20.795
1539	13.601	15.382	16.775	18.31	20.803
1540	13.605	15.387	16.78	18.316	20.81
1541	13.609	15.392	16.785	18.322	20.818
1542	13.613	15.397	16.791	18.328	20.825
1543	13.617	15.401	16.796	18.335	20.833
1544	13.621	15.406	16.802	18.341	20.84
1545	13.625	15.411	16.807	18.347	20.848
1546	13.629	15.416	16.813	18.353	20.856
1547	13.633	15.42	16.818	18.36	20.863
1548	13.637	15.425	16.824	18.366	20.871
1549	13.641	15.43	16.829	18.372	20.878
1550	13.645	15.435	16.835	18.378	20.886
1551	13.649	15.44	16.84	18.384	20.893
1552	13.653	15.444	16.845	18.391	20.901
1553	13.657	15.449	16.851	18.397	20.908
1554	13.661	15.454	16.856	18.403	20.916
1555	13.665	15.459	16.862	18.409	20.923
1556	13.669	15.464	16.867	18.415	20.931
1557	13.673	15.468	16.873	18.422	20.939
1558	13.677	15.473	16.878	18.428	20.946
1559	13.681	15.478	16.884	18.434	20.954
1560	13.685	15.483	16.889	18.44	20.961
1561	13.689	15.488	16.895	18.447	20.969
1562	13.693	15.493	16.9	18.453	20.976
1563	13.697	15.497	16.905	18.459	20.984
1564	13.701	15.502	16.911	18.465	20.992
1565	13.705	15.507	16.916	18.472	20.999
1566	13.709	15.512	16.922	18.478	21.007
1567	13.713	15.516	16.927	18.484	21.014
1568	13.717	15.521	16.933	18.49	21.022
1569	13.721	15.526	16.938	18.497	21.029
1570	13.725	15.531	16.944	18.503	21.037
1571	13.729	15.536	16.949	18.509	21.044
1572	13.733	15.54	16.955	18.515	21.052
1573	13.737	15.545	16.96	18.521	21.059
1574	13.741	15.55	16.965	18.528	21.067
1575	13.745	15.555	16.971	18.534	21.075
1576	13.749	15.56	16.976	18.54	21.082
1577	13.753	15.564	16.982	18.546	21.09
1578	13.757	15.569	16.987	18.553	21.098
1579	13.761	15.574	16.993	18.559	21.105
1580	13.765	15.579	16.998	18.565	21.113
1581	13.769	15.583	17.004	18.571	21.12
1582	13.773	15.588	17.009	18.577	21.128
1583	13.777	15.593	17.015	18.584	21.135
1584	13.781	15.598	17.02	18.59	21.143
1585	13.785	15.603	17.026	18.596	21.15
1586	13.789	15.607	17.031	18.602	21.158
1587	13.793	15.612	17.036	18.609	21.165
1588	13.797	15.617	17.042	18.615	21.173
1589	13.801	15.622	17.047	18.621	21.181
1590	13.805	15.627	17.053	18.627	21.188
1591	13.809	15.631	17.058	18.634	21.196
1592	13.812	15.636	17.064	18.64	21.203
1593	13.817	15.641	17.069	18.646	21.211
1594	13.821	15.646	17.075	18.652	21.219
1595	13.825	15.651	17.08	18.658	21.226
1596	13.829	15.655	17.086	18.665	21.234
1597	13.833	15.66	17.091	18.671	21.241
1598	13.837	15.665	17.096	18.677	21.249
1599	13.841	15.67	17.102	18.683	21.256
1600	13.845	15.675	17.107	18.69	21.264
1601	13.849	15.679	17.113	18.696	21.271
1602	13.853	15.684	17.118	18.702	21.279
1603	13.857	15.689	17.124	18.708	21.287
1604	13.86	15.694	17.129	18.715	21.294
1605	13.864	15.698	17.135	18.721	21.302
1606	13.868	15.703	17.14	18.727	21.31
1607	13.872	15.708	17.146	18.733	21.317
1608	13.876	15.713	17.151	18.739	21.325
1609	13.88	15.718	17.156	18.746	21.332
1610	13.884	15.722	17.162	18.752	21.34
1611	13.888	15.727	17.167	18.758	21.347
1612	13.892	15.732	17.173	18.764	21.355
1613	13.896	15.737	17.178	18.771	21.362
1614	13.9	15.742	17.184	18.777	21.37
1615	13.904	15.746	17.189	18.783	21.378
1616	13.908	15.751	17.195	18.789	21.386
1617	13.912	15.756	17.2	18.796	21.393
1618	13.916	15.761	17.206	18.802	21.401
1619	13.92	15.765	17.211	18.808	21.408
1620	13.924	15.77	17.216	18.814	21.416
1621	13.928	15.775	17.222	18.82	21.423
1622	13.932	15.78	17.227	18.827	21.431
1623	13.936	15.785	17.233	18.833	21.439
1624	13.94	15.789	17.238	18.839	21.446
1625	13.944	15.794	17.244	18.845	21.454
1626	13.948	15.799	17.249	18.852	21.461
1627	13.952	15.804	17.255	18.858	21.469
1628	13.956	15.808	17.26	18.864	21.477
1629	13.96	15.813	17.266	18.87	21.484
1630	13.964	15.818	17.271	18.877	21.492
1631	13.968	15.823	17.276	18.883	21.499
1632	13.972	15.828	17.282	18.889	21.507
1633	13.976	15.832	17.287	18.895	21.515
1634	13.98	15.837	17.293	18.902	21.522
1635	13.984	15.842	17.298	18.908	21.53
1636	13.988	15.847	17.304	18.914	21.538
1637	13.992	15.851	17.309	18.92	21.545
1638	13.996	15.856	17.315	18.927	21.553
1639	14	15.861	17.32	18.933	21.56
1640	14.004	15.866	17.326	18.939	21.568
1641	14.008	15.871	17.331	18.945	21.575
1642	14.012	15.875	17.336	18.952	21.583
1643	14.016	15.88	17.342	18.958	21.591
1644	14.02	15.885	17.347	18.964	21.598
1645	14.024	15.89	17.353	18.97	21.606
1646	14.028	15.895	17.358	18.976	21.613
1647	14.031	15.899	17.364	18.983	21.621
1648	14.035	15.904	17.369	18.989	21.629
1649	14.039	15.909	17.375	18.995	21.636
1650	14.043	15.914	17.38	19.001	21.644
1651	14.047	15.918	17.385	19.008	21.651
1652	14.051	15.923	17.391	19.014	21.659
1653	14.055	15.928	17.396	19.02	21.667
1654	14.059	15.933	17.402	19.026	21.674
1655	14.063	15.937	17.407	19.033	21.682
1656	14.067	15.942	17.413	19.039	21.69
1657	14.071	15.947	17.418	19.045	21.697
1658	14.075	15.952	17.424	19.051	21.705
1659	14.079	15.956	17.429	19.058	21.712
1660	14.083	15.961	17.435	19.064	21.72
1661	14.087	15.966	17.44	19.07	21.728
1662	14.091	15.971	17.445	19.076	21.735
1663	14.095	15.976	17.451	19.082	21.743
1664	14.099	15.98	17.456	19.089	21.75
1665	14.103	15.985	17.462	19.095	21.758
1666	14.107	15.99	17.467	19.101	21.766
1667	14.111	15.995	17.473	19.108	21.773
1668	14.115	15.999	17.478	19.114	21.781
1669	14.118	16.004	17.484	19.12	21.789
1670	14.122	16.009	17.489	19.126	21.796
1671	14.126	16.014	17.494	19.132	21.804
1672	14.13	16.019	17.5	19.139	21.811
1673	14.134	16.023	17.505	19.145	21.819
1674	14.138	16.028	17.511	19.151	21.827
1675	14.142	16.033	17.516	19.157	21.835
1676	14.146	16.037	17.522	19.164	21.842
1677	14.15	16.042	17.527	19.17	21.85
1678	14.154	16.047	17.533	19.176	21.857
1679	14.158	16.052	17.538	19.182	21.865
1680	14.162	16.057	17.543	19.189	21.872
1681	14.166	16.061	17.549	19.195	21.88
1682	14.17	16.066	17.554	19.201	21.888
1683	14.174	16.071	17.56	19.207	21.895
1684	14.178	16.076	17.565	19.214	21.903
1685	14.182	16.08	17.571	19.22	21.911
1686	14.186	16.085	17.576	19.226	21.918
1687	14.19	16.09	17.582	19.232	21.926
1688	14.194	16.095	17.587	19.239	21.934
1689	14.198	16.099	17.592	19.245	21.941
1690	14.202	16.104	17.598	19.251	21.949
1691	14.206	16.109	17.603	19.257	21.956
1692	14.209	16.114	17.609	19.263	21.964
1693	14.213	16.118	17.614	19.27	21.972
1694	14.217	16.123	17.62	19.276	21.979
1695	14.221	16.128	17.625	19.282	21.987
1696	14.225	16.133	17.631	19.288	21.995
1697	14.229	16.138	17.636	19.295	22.002
1698	14.233	16.142	17.641	19.301	22.01
1699	14.237	16.147	17.647	19.307	22.017
1700	14.241	16.152	17.652	19.313	22.025
1701	14.245	16.157	17.658	19.32	22.033
1702	14.249	16.161	17.663	19.326	22.041
1703	14.253	16.166	17.669	19.332	22.048
1704	14.257	16.171	17.674	19.338	22.056
1705	14.261	16.176	17.68	19.345	22.063
1706	14.265	16.18	17.685	19.351	22.071
1707	14.269	16.185	17.69	19.357	22.079
1708	14.273	16.19	17.696	19.363	22.086
1709	14.276	16.195	17.701	19.369	22.094
1710	14.28	16.199	17.707	19.376	22.101
1711	14.284	16.204	17.712	19.382	22.109
1712	14.288	16.209	17.718	19.388	22.117
1713	14.292	16.214	17.723	19.395	22.124
1714	14.296	16.218	17.728	19.401	22.132
1715	14.3	16.223	17.734	19.407	22.14
1716	14.304	16.228	17.739	19.413	22.147
1717	14.308	16.233	17.745	19.419	22.155
1718	14.312	16.237	17.75	19.426	22.162
1719	14.316	16.242	17.756	19.432	22.17
1720	14.32	16.247	17.761	19.438	22.178
1721	14.324	16.252	17.767	19.444	22.186
1722	14.327	16.256	17.772	19.451	22.193
1723	14.331	16.261	17.777	19.457	22.201
1724	14.335	16.266	17.783	19.463	22.208
1725	14.339	16.271	17.788	19.469	22.216
1726	14.343	16.275	17.794	19.476	22.223
1727	14.347	16.28	17.799	19.482	22.231
1728	14.351	16.285	17.805	19.488	22.239
1729	14.355	16.29	17.81	19.494	22.247
1730	14.359	16.294	17.815	19.501	22.254
1731	14.363	16.299	17.821	19.507	22.262
1732	14.367	16.304	17.826	19.513	22.269
1733	14.371	16.309	17.832	19.519	22.277
1734	14.375	16.313	17.837	19.525	22.285
1735	14.379	16.318	17.843	19.532	22.292
1736	14.383	16.323	17.848	19.538	22.3
1737	14.387	16.328	17.853	19.544	22.307
1738	14.39	16.332	17.859	19.55	22.315
1739	14.394	16.337	17.864	19.557	22.323
1740	14.398	16.342	17.87	19.563	22.331
1741	14.402	16.347	17.875	19.569	22.338
1742	14.406	16.351	17.881	19.575	22.346
1743	14.41	16.356	17.886	19.582	22.353
1744	14.414	16.361	17.891	19.588	22.361
1745	14.418	16.366	17.897	19.594	22.369
1746	14.422	16.37	17.902	19.6	22.376
1747	14.426	16.375	17.908	19.607	22.384
1748	14.429	16.38	17.913	19.613	22.392
1749	14.433	16.384	17.919	19.619	22.399
1750	14.437	16.389	17.924	19.625	22.407
1751	14.441	16.394	17.929	19.631	22.415
1752	14.445	16.399	17.935	19.638	22.422
1753	14.449	16.403	17.94	19.644	22.43
1754	14.453	16.408	17.946	19.65	22.437
1755	14.457	16.413	17.951	19.656	22.445
1756	14.461	16.418	17.957	19.663	22.453
1757	14.465	16.422	17.962	19.669	22.461
1758	14.469	16.427	17.967	19.675	22.468
1759	14.473	16.432	17.973	19.681	22.476
1760	14.477	16.437	17.978	19.688	22.483
1761	14.48	16.441	17.984	19.694	22.491
1762	14.484	16.446	17.989	19.7	22.499
1763	14.488	16.451	17.995	19.706	22.506
1764	14.492	16.456	18	19.712	22.514
1765	14.496	16.46	18.005	19.719	22.522
1766	14.5	16.465	18.011	19.725	22.529
1767	14.504	16.47	18.016	19.731	22.537
1768	14.508	16.474	18.022	19.737	22.545
1769	14.512	16.479	18.027	19.744	22.552
1770	14.516	16.484	18.032	19.75	22.56
1771	14.52	16.489	18.038	19.756	22.567
1772	14.524	16.493	18.043	19.762	22.575
1773	14.528	16.498	18.049	19.768	22.583
1774	14.531	16.503	18.054	19.775	22.591
1775	14.535	16.507	18.06	19.781	22.598
1776	14.539	16.512	18.065	19.787	22.606
1777	14.543	16.517	18.07	19.793	22.613
1778	14.547	16.522	18.076	19.8	22.621
1779	14.551	16.526	18.081	19.806	22.629
1780	14.555	16.531	18.087	19.812	22.636
1781	14.559	16.536	18.092	19.818	22.644
1782	14.563	16.541	18.097	19.824	22.651
1783	14.566	16.545	18.103	19.831	22.659
1784	14.57	16.55	18.108	19.837	22.667
1785	14.574	16.555	18.114	19.843	22.675
1786	14.578	16.559	18.119	19.849	22.682
1787	14.582	16.564	18.125	19.856	22.69
1788	14.586	16.569	18.13	19.862	22.697
1789	14.59	16.574	18.135	19.868	22.705
1790	14.594	16.578	18.141	19.874	22.713
1791	14.598	16.583	18.146	19.88	22.72
1792	14.602	16.588	18.152	19.887	22.728
1793	14.605	16.593	18.157	19.893	22.736
1794	14.609	16.597	18.162	19.899	22.743
1795	14.613	16.602	18.168	19.906	22.751
1796	14.617	16.607	18.173	19.912	22.759
1797	14.621	16.611	18.179	19.918	22.766
1798	14.625	16.616	18.184	19.924	22.774
1799	14.629	16.621	18.189	19.93	22.781
1800	14.633	16.626	18.195	19.936	22.789
1801	14.637	16.63	18.2	19.943	22.797
1802	14.641	16.635	18.206	19.949	22.804
1803	14.644	16.64	18.211	19.955	22.812
1804	14.648	16.644	18.216	19.961	22.82
1805	14.652	16.649	18.222	19.968	22.827
1806	14.656	16.654	18.227	19.974	22.835
1807	14.66	16.659	18.233	19.98	22.843
1808	14.664	16.663	18.238	19.986	22.85
1809	14.668	16.668	18.244	19.993	22.858
1810	14.672	16.673	18.249	19.999	22.866
1811	14.676	16.677	18.254	20.005	22.873
1812	14.679	16.682	18.26	20.011	22.881
1813	14.683	16.687	18.265	20.017	22.889
1814	14.687	16.691	18.271	20.024	22.896
1815	14.691	16.696	18.276	20.03	22.904
1816	14.695	16.701	18.281	20.036	22.911
1817	14.699	16.706	18.287	20.042	22.919
1818	14.703	16.71	18.292	20.048	22.927
1819	14.707	16.715	18.298	20.055	22.934
1820	14.71	16.72	18.303	20.061	22.942
1821	14.714	16.725	18.308	20.067	22.95
1822	14.718	16.729	18.314	20.073	22.957
1823	14.722	16.734	18.319	20.079	22.965
1824	14.726	16.738	18.324	20.086	22.973
1825	14.73	16.743	18.33	20.092	22.98
1826	14.734	16.748	18.335	20.098	22.988
1827	14.737	16.753	18.341	20.104	22.995
1828	14.741	16.757	18.346	20.111	23.003
1829	14.745	16.762	18.351	20.117	23.011
1830	14.749	16.767	18.357	20.123	23.018
1831	14.753	16.771	18.362	20.129	23.026
1832	14.757	16.776	18.368	20.135	23.034
1833	14.761	16.781	18.373	20.142	23.041
1834	14.765	16.786	18.378	20.148	23.049
1835	14.768	16.79	18.384	20.154	23.057
1836	14.772	16.795	18.389	20.16	23.064
1837	14.776	16.8	18.395	20.166	23.072
1838	14.78	16.804	18.4	20.173	23.079
1839	14.784	16.809	18.405	20.179	23.087
1840	14.788	16.814	18.411	20.185	23.095
1841	14.792	16.818	18.416	20.191	23.102
1842	14.796	16.823	18.422	20.197	23.11
1843	14.8	16.828	18.427	20.203	23.117
1844	14.803	16.832	18.432	20.21	23.125
1845	14.807	16.837	18.438	20.216	23.133
1846	14.811	16.842	18.443	20.222	23.141
1847	14.815	16.846	18.448	20.228	23.148
1848	14.819	16.851	18.454	20.235	23.156
1849	14.823	16.856	18.459	20.241	23.163
1850	14.826	16.861	18.465	20.247	23.171
1851	14.83	16.865	18.47	20.253	23.179
1852	14.834	16.87	18.475	20.259	23.186
1853	14.838	16.875	18.481	20.266	23.194
1854	14.842	16.879	18.486	20.272	23.201
1855	14.846	16.884	18.491	20.278	23.209
1856	14.85	16.889	18.497	20.284	23.217
