Days	G0	G25	G50	G75	G100	
632	9.557	10.66	11.501	12.407	13.837
633	9.563	10.666	11.508	12.415	13.846
634	9.568	10.672	11.514	12.422	13.854
635	9.573	10.679	11.521	12.429	13.863
636	9.579	10.685	11.527	12.437	13.871
637	9.584	10.691	11.534	12.444	13.88
638	9.589	10.697	11.541	12.451	13.888
639	9.594	10.703	11.547	12.459	13.897
640	9.6	10.709	11.554	12.466	13.905
641	9.605	10.715	11.561	12.473	13.913
642	9.61	10.721	11.567	12.48	13.922
643	9.615	10.727	11.574	12.488	13.93
644	9.621	10.733	11.581	12.495	13.939
645	9.626	10.739	11.587	12.502	13.947
646	9.631	10.745	11.594	12.51	13.955
647	9.637	10.751	11.601	12.517	13.964
648	9.642	10.757	11.607	12.524	13.972
649	9.647	10.763	11.614	12.532	13.981
650	9.652	10.769	11.62	12.539	13.989
651	9.658	10.775	11.627	12.546	13.998
652	9.663	10.781	11.634	12.553	14.006
653	9.668	10.787	11.64	12.561	14.014
654	9.673	10.793	11.647	12.568	14.023
655	9.679	10.799	11.654	12.575	14.031
656	9.684	10.805	11.66	12.583	14.04
657	9.689	10.811	11.667	12.59	14.048
658	9.694	10.817	11.673	12.597	14.057
659	9.7	10.823	11.68	12.605	14.065
660	9.705	10.829	11.687	12.612	14.073
661	9.71	10.835	11.693	12.619	14.082
662	9.715	10.841	11.7	12.627	14.09
663	9.721	10.847	11.707	12.634	14.099
664	9.726	10.853	11.713	12.641	14.107
665	9.731	10.859	11.72	12.649	14.116
666	9.736	10.865	11.726	12.656	14.124
667	9.742	10.871	11.733	12.663	14.133
668	9.747	10.877	11.74	12.67	14.141
669	9.752	10.883	11.746	12.678	14.149
670	9.757	10.889	11.753	12.685	14.158
671	9.763	10.895	11.76	12.692	14.166
672	9.768	10.901	11.766	12.7	14.174
673	9.773	10.907	11.773	12.707	14.183
674	9.778	10.913	11.779	12.714	14.191
675	9.784	10.919	11.786	12.722	14.2
676	9.789	10.925	11.793	12.729	14.208
677	9.794	10.931	11.799	12.736	14.217
678	9.799	10.937	11.806	12.743	14.225
679	9.805	10.943	11.812	12.751	14.234
680	9.81	10.949	11.819	12.758	14.242
681	9.815	10.955	11.826	12.765	14.251
682	9.82	10.961	11.832	12.773	14.259
683	9.825	10.967	11.839	12.78	14.267
684	9.831	10.973	11.845	12.787	14.276
685	9.836	10.979	11.852	12.794	14.284
686	9.841	10.985	11.859	12.802	14.293
687	9.846	10.991	11.865	12.809	14.301
688	9.852	10.997	11.872	12.816	14.309
689	9.857	11.003	11.878	12.824	14.318
690	9.862	11.009	11.885	12.831	14.326
691	9.867	11.015	11.892	12.838	14.335
692	9.872	11.021	11.898	12.845	14.343
693	9.878	11.027	11.905	12.853	14.351
694	9.883	11.033	11.911	12.86	14.36
695	9.888	11.039	11.918	12.867	14.368
696	9.893	11.045	11.925	12.875	14.377
697	9.898	11.051	11.931	12.882	14.385
698	9.904	11.057	11.938	12.889	14.394
699	9.909	11.063	11.944	12.896	14.402
700	9.914	11.069	11.951	12.904	14.411
701	9.919	11.075	11.958	12.911	14.419
702	9.924	11.081	11.964	12.918	14.428
703	9.93	11.087	11.971	12.926	14.436
704	9.935	11.093	11.977	12.933	14.444
705	9.94	11.099	11.984	12.94	14.453
706	9.945	11.105	11.991	12.947	14.461
707	9.95	11.111	11.997	12.955	14.47
708	9.956	11.117	12.004	12.962	14.478
709	9.961	11.123	12.01	12.969	14.487
710	9.966	11.129	12.017	12.977	14.495
711	9.971	11.135	12.023	12.984	14.503
712	9.976	11.141	12.03	12.991	14.512
713	9.982	11.147	12.037	12.998	14.52
714	9.987	11.153	12.043	13.006	14.529
715	9.992	11.158	12.05	13.013	14.537
716	9.997	11.164	12.056	13.02	14.545
717	10.002	11.17	12.063	13.028	14.554
718	10.007	11.176	12.069	13.035	14.562
719	10.013	11.182	12.076	13.042	14.571
720	10.018	11.188	12.083	13.049	14.579
721	10.023	11.194	12.089	13.056	14.587
722	10.028	11.2	12.096	13.064	14.596
723	10.033	11.206	12.102	13.071	14.604
724	10.038	11.212	12.109	13.078	14.613
725	10.043	11.218	12.115	13.086	14.621
726	10.049	11.224	12.122	13.093	14.63
727	10.054	11.23	12.129	13.1	14.638
728	10.059	11.236	12.135	13.107	14.646
729	10.064	11.242	12.142	13.115	14.655
730	10.069	11.248	12.148	13.122	14.663
731	10.075	11.254	12.155	13.129	14.672
732	10.08	11.26	12.161	13.136	14.68
733	10.085	11.265	12.168	13.144	14.689
734	10.09	11.271	12.174	13.151	14.697
735	10.095	11.277	12.181	13.158	14.705
736	10.1	11.283	12.188	13.165	14.714
737	10.105	11.289	12.194	13.173	14.722
738	10.111	11.295	12.201	13.18	14.731
739	10.116	11.301	12.207	13.187	14.739
740	10.121	11.307	12.214	13.194	14.747
741	10.126	11.313	12.22	13.202	14.756
742	10.131	11.319	12.227	13.209	14.764
743	10.136	11.325	12.233	13.216	14.773
744	10.141	11.33	12.24	13.223	14.781
745	10.146	11.336	12.246	13.231	14.79
746	10.151	11.342	12.253	13.238	14.798
747	10.157	11.348	12.259	13.245	14.806
748	10.162	11.354	12.266	13.252	14.815
749	10.167	11.36	12.273	13.26	14.823
750	10.172	11.366	12.279	13.267	14.832
751	10.177	11.372	12.286	13.274	14.84
752	10.182	11.378	12.292	13.281	14.848
753	10.187	11.384	12.299	13.288	14.857
754	10.192	11.39	12.305	13.296	14.865
755	10.198	11.395	12.312	13.303	14.873
756	10.203	11.401	12.318	13.31	14.882
757	10.208	11.407	12.325	13.317	14.89
758	10.213	11.413	12.331	13.324	14.899
759	10.218	11.419	12.338	13.332	14.907
760	10.223	11.425	12.344	13.339	14.915
761	10.228	11.431	12.351	13.346	14.924
762	10.233	11.436	12.357	13.353	14.932
763	10.238	11.442	12.364	13.361	14.941
764	10.243	11.448	12.37	13.368	14.949
765	10.248	11.454	12.377	13.375	14.957
766	10.253	11.46	12.383	13.382	14.966
767	10.258	11.466	12.39	13.389	14.974
768	10.264	11.472	12.396	13.396	14.982
769	10.269	11.478	12.403	13.404	14.991
770	10.274	11.483	12.409	13.411	14.999
771	10.279	11.489	12.415	13.418	15.007
772	10.284	11.495	12.422	13.425	15.016
773	10.289	11.501	12.428	13.432	15.024
774	10.294	11.507	12.435	13.439	15.032
775	10.299	11.513	12.441	13.447	15.041
776	10.304	11.518	12.448	13.454	15.049
777	10.309	11.524	12.454	13.461	15.057
778	10.314	11.53	12.461	13.468	15.066
779	10.319	11.536	12.467	13.475	15.074
780	10.324	11.542	12.474	13.482	15.082
781	10.329	11.547	12.48	13.49	15.091
782	10.334	11.553	12.486	13.497	15.099
783	10.339	11.559	12.493	13.504	15.107
784	10.344	11.565	12.499	13.511	15.116
785	10.349	11.571	12.506	13.518	15.124
786	10.354	11.576	12.512	13.525	15.132
787	10.359	11.582	12.519	13.533	15.141
788	10.364	11.588	12.525	13.54	15.149
789	10.369	11.594	12.531	13.547	15.157
790	10.374	11.6	12.538	13.554	15.166
791	10.379	11.605	12.544	13.561	15.174
792	10.384	11.611	12.551	13.568	15.182
793	10.389	11.617	12.557	13.575	15.19
794	10.394	11.623	12.563	13.582	15.198
795	10.399	11.629	12.57	13.589	15.207
796	10.404	11.634	12.576	13.596	15.215
797	10.409	11.64	12.583	13.604	15.223
798	10.414	11.646	12.589	13.611	15.232
799	10.419	11.652	12.595	13.618	15.24
800	10.424	11.657	12.602	13.625	15.248
801	10.429	11.663	12.608	13.632	15.256
802	10.434	11.669	12.615	13.639	15.265
803	10.439	11.675	12.621	13.646	15.273
804	10.444	11.68	12.627	13.653	15.281
805	10.449	11.686	12.634	13.66	15.289
806	10.454	11.692	12.64	13.667	15.298
807	10.459	11.698	12.646	13.674	15.306
808	10.464	11.703	12.653	13.681	15.314
809	10.469	11.709	12.659	13.689	15.322
810	10.474	11.715	12.665	13.696	15.331
811	10.479	11.72	12.672	13.703	15.339
812	10.484	11.726	12.678	13.71	15.347
813	10.489	11.732	12.684	13.717	15.355
814	10.494	11.738	12.691	13.724	15.364
815	10.498	11.743	12.697	13.731	15.372
816	10.503	11.749	12.703	13.738	15.38
817	10.508	11.755	12.71	13.745	15.388
818	10.513	11.76	12.716	13.752	15.396
819	10.518	11.766	12.722	13.759	15.405
820	10.523	11.772	12.729	13.766	15.413
821	10.528	11.777	12.735	13.773	15.421
822	10.533	11.783	12.741	13.78	15.429
823	10.538	11.789	12.748	13.787	15.437
824	10.543	11.794	12.754	13.794	15.445
825	10.548	11.8	12.76	13.801	15.454
826	10.552	11.806	12.767	13.808	15.462
827	10.557	11.812	12.773	13.815	15.47
828	10.562	11.817	12.779	13.822	15.478
829	10.567	11.823	12.785	13.829	15.486
830	10.572	11.828	12.792	13.836	15.494
831	10.577	11.834	12.798	13.843	15.503
832	10.582	11.84	12.804	13.85	15.511
833	10.587	11.845	12.81	13.857	15.519
834	10.591	11.851	12.817	13.864	15.527
835	10.596	11.857	12.823	13.871	15.535
836	10.601	11.862	12.829	13.878	15.543
837	10.606	11.868	12.836	13.885	15.551
838	10.611	11.874	12.842	13.892	15.56
839	10.616	11.879	12.848	13.899	15.568
840	10.621	11.885	12.854	13.905	15.576
841	10.625	11.89	12.86	13.912	15.584
842	10.63	11.896	12.867	13.919	15.592
843	10.635	11.902	12.873	13.926	15.6
844	10.64	11.907	12.879	13.933	15.608
845	10.645	11.913	12.885	13.94	15.616
846	10.65	11.918	12.892	13.947	15.624
847	10.655	11.924	12.898	13.954	15.632
848	10.659	11.93	12.904	13.961	15.64
849	10.664	11.935	12.91	13.968	15.648
850	10.669	11.941	12.916	13.975	15.657
851	10.674	11.946	12.923	13.981	15.665
852	10.679	11.952	12.929	13.988	15.673
853	10.683	11.958	12.935	13.995	15.681
854	10.688	11.963	12.941	14.002	15.689
855	10.693	11.969	12.947	14.009	15.697
856	10.698	11.974	12.954	14.016	15.705
857	10.702	11.98	12.96	14.023	15.713
858	10.707	11.985	12.966	14.03	15.721
859	10.712	11.991	12.972	14.037	15.729
860	10.717	11.996	12.978	14.043	15.737
861	10.721	12.002	12.984	14.05	15.745
862	10.726	12.007	12.991	14.057	15.753
863	10.731	12.013	12.997	14.064	15.761
864	10.736	12.019	13.003	14.071	15.769
865	10.741	12.024	13.009	14.078	15.777
866	10.746	12.03	13.015	14.084	15.785
867	10.75	12.035	13.021	14.091	15.793
868	10.755	12.041	13.027	14.098	15.801
869	10.76	12.046	13.033	14.105	15.809
870	10.764	12.052	13.04	14.112	15.817
871	10.769	12.057	13.046	14.119	15.825
872	10.774	12.063	13.052	14.125	15.833
873	10.779	12.068	13.058	14.132	15.841
874	10.783	12.074	13.064	14.139	15.849
875	10.788	12.079	13.07	14.146	15.857
876	10.793	12.085	13.076	14.153	15.865
877	10.797	12.09	13.082	14.159	15.873
878	10.802	12.096	13.088	14.166	15.881
879	10.807	12.101	13.095	14.173	15.888
880	10.812	12.107	13.101	14.18	15.896
881	10.816	12.112	13.107	14.186	15.904
882	10.821	12.117	13.113	14.193	15.912
883	10.826	12.123	13.119	14.2	15.92
884	10.831	12.128	13.125	14.207	15.928
885	10.835	12.134	13.131	14.214	15.936
886	10.84	12.139	13.137	14.22	15.944
887	10.845	12.145	13.143	14.227	15.952
888	10.849	12.15	13.149	14.234	15.96
889	10.854	12.156	13.155	14.241	15.968
890	10.859	12.161	13.161	14.247	15.976
891	10.863	12.166	13.167	14.254	15.984
892	10.868	12.172	13.173	14.261	15.991
893	10.873	12.177	13.179	14.267	15.999
894	10.877	12.183	13.185	14.274	16.007
895	10.882	12.188	13.191	14.281	16.015
896	10.887	12.194	13.197	14.288	16.023
897	10.891	12.199	13.203	14.294	16.031
898	10.896	12.204	13.21	14.301	16.039
899	10.901	12.21	13.216	14.308	16.047
900	10.905	12.215	13.222	14.314	16.054
901	10.91	12.221	13.228	14.321	16.062
902	10.914	12.226	13.234	14.328	16.07
903	10.919	12.231	13.24	14.335	16.078
904	10.924	12.237	13.246	14.341	16.086
905	10.929	12.242	13.252	14.348	16.094
906	10.933	12.248	13.258	14.354	16.101
907	10.938	12.253	13.263	14.361	16.109
908	10.942	12.258	13.269	14.368	16.117
909	10.947	12.264	13.275	14.374	16.125
910	10.952	12.269	13.281	14.381	16.133
911	10.956	12.274	13.287	14.388	16.14
912	10.961	12.28	13.293	14.394	16.148
913	10.965	12.285	13.299	14.401	16.156
914	10.97	12.29	13.305	14.408	16.164
915	10.974	12.296	13.311	14.414	16.172
916	10.979	12.301	13.317	14.421	16.179
917	10.984	12.307	13.323	14.428	16.187
918	10.988	12.312	13.329	14.434	16.195
919	10.993	12.317	13.335	14.441	16.203
920	10.997	12.322	13.341	14.448	16.211
921	11.002	12.328	13.347	14.454	16.218
922	11.007	12.333	13.353	14.461	16.226
923	11.011	12.338	13.359	14.467	16.234
924	11.016	12.344	13.365	14.474	16.242
925	11.02	12.349	13.371	14.481	16.249
926	11.025	12.354	13.377	14.487	16.257
927	11.03	12.36	13.382	14.494	16.265
928	11.034	12.365	13.388	14.5	16.273
929	11.039	12.37	13.394	14.507	16.28
930	11.043	12.376	13.4	14.514	16.288
931	11.048	12.381	13.406	14.52	16.296
932	11.052	12.386	13.412	14.527	16.304
933	11.057	12.391	13.418	14.533	16.311
934	11.061	12.397	13.424	14.54	16.319
935	11.066	12.402	13.43	14.547	16.327
936	11.07	12.407	13.435	14.553	16.335
937	11.075	12.413	13.441	14.56	16.342
938	11.08	12.418	13.447	14.566	16.35
939	11.084	12.423	13.453	14.573	16.358
940	11.088	12.428	13.459	14.579	16.365
941	11.093	12.434	13.465	14.586	16.373
942	11.098	12.439	13.471	14.592	16.381
943	11.102	12.444	13.477	14.599	16.388
944	11.107	12.449	13.482	14.605	16.396
945	11.111	12.455	13.488	14.612	16.404
946	11.116	12.46	13.494	14.618	16.411
947	11.12	12.465	13.5	14.625	16.419
948	11.125	12.471	13.506	14.632	16.427
949	11.129	12.476	13.512	14.638	16.434
950	11.134	12.481	13.518	14.645	16.442
951	11.138	12.486	13.523	14.651	16.45
952	11.143	12.491	13.529	14.658	16.457
953	11.147	12.497	13.535	14.664	16.465
954	11.151	12.502	13.541	14.671	16.473
955	11.156	12.507	13.547	14.677	16.48
956	11.161	12.512	13.552	14.684	16.488
957	11.165	12.518	13.558	14.69	16.496
958	11.17	12.523	13.564	14.697	16.503
959	11.174	12.528	13.57	14.703	16.511
960	11.178	12.533	13.576	14.71	16.519
961	11.183	12.538	13.582	14.716	16.526
962	11.187	12.544	13.587	14.723	16.534
963	11.192	12.549	13.593	14.729	16.542
964	11.196	12.554	13.599	14.736	16.549
965	11.201	12.559	13.605	14.742	16.557
966	11.205	12.564	13.611	14.749	16.564
967	11.21	12.57	13.616	14.755	16.572
968	11.214	12.575	13.622	14.761	16.579
969	11.218	12.58	13.628	14.768	16.587
970	11.223	12.585	13.634	14.774	16.595
971	11.227	12.59	13.639	14.781	16.602
972	11.232	12.596	13.645	14.787	16.61
973	11.236	12.601	13.651	14.794	16.617
974	11.241	12.606	13.657	14.8	16.625
975	11.245	12.611	13.663	14.807	16.633
976	11.25	12.616	13.668	14.813	16.64
977	11.254	12.621	13.674	14.819	16.648
978	11.258	12.626	13.68	14.826	16.655
979	11.263	12.632	13.686	14.832	16.663
980	11.267	12.637	13.691	14.839	16.67
981	11.272	12.642	13.697	14.845	16.678
982	11.276	12.647	13.703	14.852	16.685
983	11.281	12.652	13.709	14.858	16.693
984	11.285	12.657	13.714	14.864	16.701
985	11.289	12.662	13.72	14.871	16.708
986	11.294	12.668	13.726	14.877	16.716
987	11.298	12.673	13.731	14.884	16.723
988	11.303	12.678	13.737	14.89	16.731
989	11.307	12.683	13.743	14.896	16.738
990	11.311	12.688	13.749	14.903	16.746
991	11.316	12.693	13.754	14.909	16.753
992	11.32	12.698	13.76	14.916	16.761
993	11.324	12.703	13.766	14.922	16.769
994	11.329	12.709	13.772	14.928	16.776
995	11.333	12.714	13.777	14.935	16.783
996	11.338	12.719	13.783	14.941	16.791
997	11.342	12.724	13.789	14.948	16.799
998	11.346	12.729	13.794	14.954	16.806
999	11.351	12.734	13.8	14.96	16.814
1000	11.355	12.739	13.806	14.967	16.821
1001	11.36	12.745	13.811	14.973	16.829
1002	11.364	12.75	13.817	14.979	16.836
1003	11.368	12.755	13.823	14.986	16.844
1004	11.373	12.76	13.829	14.992	16.851
1005	11.377	12.765	13.834	14.998	16.859
1006	11.381	12.77	13.84	15.005	16.866
1007	11.386	12.775	13.846	15.011	16.873
1008	11.39	12.78	13.851	15.018	16.881
1009	11.395	12.785	13.857	15.024	16.889
1010	11.399	12.79	13.863	15.03	16.896
1011	11.403	12.795	13.868	15.037	16.904
1012	11.408	12.8	13.874	15.043	16.911
1013	11.412	12.806	13.88	15.049	16.918
1014	11.416	12.811	13.885	15.056	16.926
1015	11.421	12.816	13.891	15.062	16.933
1016	11.425	12.821	13.897	15.068	16.941
1017	11.429	12.826	13.902	15.075	16.948
1018	11.434	12.831	13.908	15.081	16.956
1019	11.438	12.836	13.914	15.087	16.963
1020	11.442	12.841	13.919	15.094	16.971
1021	11.447	12.846	13.925	15.1	16.978
1022	11.451	12.851	13.931	15.106	16.986
1023	11.455	12.856	13.936	15.113	16.993
1024	11.46	12.861	13.942	15.119	17
1025	11.464	12.866	13.947	15.125	17.008
1026	11.468	12.871	13.953	15.132	17.015
1027	11.473	12.876	13.959	15.138	17.023
1028	11.477	12.882	13.964	15.144	17.03
1029	11.481	12.887	13.97	15.151	17.038
1030	11.486	12.892	13.976	15.157	17.045
1031	11.49	12.897	13.981	15.163	17.053
1032	11.494	12.902	13.987	15.169	17.06
1033	11.499	12.907	13.993	15.176	17.067
1034	11.503	12.912	13.998	15.182	17.075
1035	11.507	12.917	14.004	15.188	17.082
1036	11.512	12.922	14.009	15.195	17.09
1037	11.516	12.927	14.015	15.201	17.097
1038	11.52	12.932	14.021	15.207	17.105
1039	11.524	12.937	14.026	15.213	17.112
1040	11.529	12.942	14.032	15.22	17.119
1041	11.533	12.947	14.038	15.226	17.127
1042	11.537	12.952	14.043	15.232	17.134
1043	11.542	12.957	14.049	15.239	17.142
1044	11.546	12.962	14.054	15.245	17.149
1045	11.55	12.967	14.06	15.251	17.156
1046	11.555	12.972	14.066	15.257	17.164
1047	11.559	12.977	14.071	15.264	17.171
1048	11.563	12.982	14.077	15.27	17.179
1049	11.568	12.987	14.082	15.276	17.186
1050	11.572	12.992	14.088	15.282	17.193
1051	11.576	12.997	14.094	15.289	17.201
1052	11.58	13.002	14.099	15.295	17.208
1053	11.585	13.007	14.105	15.301	17.216
1054	11.589	13.012	14.11	15.308	17.223
1055	11.593	13.017	14.116	15.314	17.23
1056	11.598	13.022	14.122	15.32	17.238
1057	11.602	13.027	14.127	15.326	17.245
1058	11.606	13.032	14.133	15.333	17.253
1059	11.611	13.037	14.138	15.339	17.26
1060	11.615	13.042	14.144	15.345	17.267
1061	11.619	13.047	14.15	15.351	17.275
1062	11.623	13.052	14.155	15.358	17.282
1063	11.628	13.057	14.161	15.364	17.289
1064	11.632	13.062	14.166	15.37	17.297
1065	11.636	13.067	14.172	15.376	17.304
1066	11.64	13.072	14.178	15.383	17.312
1067	11.645	13.077	14.183	15.389	17.319
1068	11.649	13.082	14.189	15.395	17.326
1069	11.653	13.087	14.194	15.401	17.334
1070	11.658	13.092	14.2	15.408	17.341
1071	11.662	13.097	14.205	15.414	17.348
1072	11.666	13.102	14.211	15.42	17.356
1073	11.67	13.107	14.217	15.426	17.363
1074	11.675	13.112	14.222	15.433	17.371
1075	11.679	13.117	14.228	15.439	17.378
1076	11.683	13.122	14.233	15.445	17.385
1077	11.688	13.127	14.239	15.451	17.393
1078	11.692	13.132	14.244	15.457	17.4
1079	11.696	13.137	14.25	15.464	17.407
1080	11.7	13.142	14.255	15.47	17.414
1081	11.705	13.147	14.261	15.476	17.422
1082	11.709	13.152	14.267	15.482	17.429
1083	11.713	13.157	14.272	15.489	17.437
1084	11.717	13.162	14.278	15.495	17.444
1085	11.722	13.167	14.283	15.501	17.451
1086	11.726	13.172	14.289	15.507	17.459
1087	11.73	13.177	14.294	15.514	17.466
1088	11.734	13.182	14.3	15.52	17.473
1089	11.739	13.187	14.306	15.526	17.481
1090	11.743	13.192	14.311	15.532	17.488
1091	11.747	13.197	14.317	15.538	17.496
1092	11.751	13.202	14.322	15.544	17.503
1093	11.756	13.207	14.328	15.551	17.51
1094	11.76	13.212	14.333	15.557	17.517
1095	11.764	13.217	14.339	15.563	17.525
1096	11.768	13.222	14.344	15.569	17.532
1097	11.773	13.227	14.35	15.576	17.539
1098	11.777	13.232	14.355	15.582	17.547
1099	11.781	13.237	14.361	15.588	17.554
1100	11.785	13.242	14.367	15.594	17.561
1101	11.79	13.246	14.372	15.6	17.569
1102	11.794	13.251	14.378	15.607	17.576
1103	11.798	13.256	14.383	15.613	17.583
1104	11.802	13.261	14.389	15.619	17.591
1105	11.807	13.266	14.394	15.625	17.598
1106	11.811	13.271	14.4	15.631	17.605
1107	11.815	13.276	14.405	15.638	17.612
1108	11.819	13.281	14.411	15.644	17.62
1109	11.823	13.286	14.416	15.65	17.627
1110	11.828	13.291	14.422	15.656	17.635
1111	11.832	13.296	14.427	15.662	17.642
1112	11.836	13.301	14.433	15.669	17.649
1113	11.84	13.306	14.438	15.675	17.657
1114	11.845	13.311	14.444	15.681	17.664
1115	11.849	13.316	14.45	15.687	17.671
1116	11.853	13.321	14.455	15.693	17.679
1117	11.857	13.326	14.461	15.7	17.686
1118	11.862	13.331	14.466	15.706	17.693
1119	11.866	13.336	14.472	15.712	17.7
1120	11.87	13.341	14.477	15.718	17.708
1121	11.874	13.345	14.483	15.724	17.715
1122	11.879	13.35	14.488	15.73	17.722
1123	11.883	13.355	14.494	15.737	17.73
1124	11.887	13.36	14.499	15.743	17.737
1125	11.891	13.365	14.505	15.749	17.744
1126	11.895	13.37	14.51	15.755	17.752
1127	11.9	13.375	14.516	15.761	17.759
1128	11.904	13.38	14.521	15.768	17.766
1129	11.908	13.385	14.527	15.774	17.773
1130	11.912	13.39	14.532	15.78	17.781
1131	11.916	13.395	14.538	15.786	17.788
1132	11.921	13.4	14.543	15.792	17.795
1133	11.925	13.405	14.549	15.799	17.803
1134	11.929	13.41	14.554	15.805	17.81
1135	11.934	13.415	14.56	15.811	17.817
1136	11.938	13.42	14.565	15.817	17.825
1137	11.942	13.424	14.571	15.823	17.832
1138	11.946	13.429	14.576	15.829	17.839
1139	11.95	13.434	14.582	15.836	17.846
1140	11.955	13.439	14.588	15.842	17.854
1141	11.959	13.444	14.593	15.848	17.861
1142	11.963	13.449	14.599	15.854	17.868
1143	11.967	13.454	14.604	15.86	17.876
1144	11.971	13.459	14.61	15.866	17.883
1145	11.976	13.464	14.615	15.873	17.89
1146	11.98	13.469	14.621	15.879	17.898
1147	11.984	13.474	14.626	15.885	17.905
1148	11.988	13.479	14.632	15.891	17.912
1149	11.993	13.484	14.637	15.897	17.92
1150	11.997	13.489	14.643	15.904	17.927
1151	12.001	13.493	14.648	15.91	17.934
1152	12.005	13.498	14.654	15.916	17.941
1153	12.009	13.503	14.659	15.922	17.949
1154	12.013	13.508	14.665	15.928	17.956
1155	12.018	13.513	14.67	15.934	17.963
1156	12.022	13.518	14.676	15.941	17.971
1157	12.026	13.523	14.681	15.947	17.978
1158	12.03	13.528	14.687	15.953	17.985
1159	12.035	13.533	14.692	15.959	17.992
1160	12.039	13.538	14.698	15.965	18
1161	12.043	13.543	14.703	15.972	18.007
1162	12.047	13.548	14.709	15.978	18.014
1163	12.051	13.553	14.714	15.984	18.022
1164	12.056	13.558	14.72	15.99	18.029
1165	12.06	13.562	14.725	15.996	18.036
1166	12.064	13.567	14.731	16.002	18.044
1167	12.068	13.572	14.736	16.008	18.051
1168	12.073	13.577	14.742	16.015	18.058
1169	12.077	13.582	14.747	16.021	18.066
1170	12.081	13.587	14.753	16.027	18.073
1171	12.085	13.592	14.758	16.033	18.08
1172	12.089	13.597	14.764	16.039	18.087
1173	12.094	13.602	14.769	16.045	18.095
1174	12.098	13.607	14.775	16.052	18.102
1175	12.102	13.612	14.78	16.058	18.109
1176	12.106	13.617	14.786	16.064	18.117
1177	12.11	13.622	14.791	16.07	18.124
1178	12.115	13.626	14.797	16.076	18.131
1179	12.119	13.631	14.802	16.082	18.139
1180	12.123	13.636	14.808	16.089	18.146
1181	12.127	13.641	14.813	16.095	18.153
1182	12.131	13.646	14.819	16.101	18.16
1183	12.135	13.651	14.824	16.107	18.168
1184	12.14	13.656	14.83	16.113	18.175
1185	12.144	13.661	14.835	16.119	18.182
1186	12.148	13.666	14.841	16.126	18.19
1187	12.152	13.671	14.846	16.132	18.197
1188	12.157	13.676	14.852	16.138	18.204
1189	12.161	13.68	14.857	16.144	18.212
1190	12.165	13.685	14.863	16.15	18.219
1191	12.169	13.69	14.868	16.156	18.226
1192	12.173	13.695	14.874	16.163	18.234
1193	12.178	13.7	14.879	16.169	18.241
1194	12.182	13.705	14.885	16.175	18.248
1195	12.186	13.71	14.89	16.181	18.255
1196	12.19	13.715	14.896	16.187	18.263
1197	12.194	13.72	14.901	16.193	18.27
1198	12.199	13.725	14.907	16.2	18.277
1199	12.203	13.73	14.912	16.206	18.284
1200	12.207	13.735	14.918	16.212	18.292
1201	12.211	13.739	14.923	16.218	18.299
1202	12.215	13.744	14.929	16.224	18.306
1203	12.22	13.749	14.934	16.23	18.314
1204	12.224	13.754	14.94	16.237	18.321
1205	12.228	13.759	14.945	16.243	18.328
1206	12.232	13.764	14.951	16.249	18.336
1207	12.236	13.769	14.956	16.255	18.343
1208	12.241	13.774	14.962	16.261	18.35
1209	12.245	13.779	14.967	16.267	18.358
1210	12.249	13.784	14.973	16.274	18.365
1211	12.253	13.789	14.978	16.28	18.372
1212	12.257	13.794	14.984	16.286	18.379
1213	12.262	13.798	14.989	16.292	18.387
1214	12.266	13.803	14.995	16.298	18.394
1215	12.27	13.808	15	16.304	18.401
1216	12.274	13.813	15.006	16.311	18.409
1217	12.279	13.818	15.011	16.317	18.416
1218	12.283	13.823	15.017	16.323	18.423
1219	12.287	13.828	15.022	16.329	18.431
1220	12.291	13.833	15.028	16.335	18.438
1221	12.295	13.838	15.033	16.341	18.445
1222	12.299	13.843	15.039	16.348	18.453
1223	12.304	13.848	15.044	16.354	18.46
1224	12.308	13.853	15.05	16.36	18.467
1225	12.312	13.857	15.055	16.366	18.475
1226	12.316	13.862	15.061	16.372	18.482
1227	12.32	13.867	15.066	16.379	18.489
1228	12.325	13.872	15.072	16.385	18.497
1229	12.329	13.877	15.077	16.391	18.504
1230	12.333	13.882	15.083	16.397	18.511
1231	12.337	13.887	15.088	16.403	18.519
1232	12.341	13.892	15.094	16.409	18.526
1233	12.346	13.897	15.099	16.416	18.533
1234	12.35	13.902	15.105	16.422	18.54
1235	12.354	13.907	15.11	16.428	18.548
1236	12.358	13.911	15.116	16.434	18.555
1237	12.362	13.916	15.121	16.44	18.562
1238	12.366	13.921	15.127	16.446	18.57
1239	12.371	13.926	15.132	16.453	18.577
1240	12.375	13.931	15.138	16.459	18.584
1241	12.379	13.936	15.143	16.465	18.592
1242	12.383	13.941	15.149	16.471	18.599
1243	12.387	13.946	15.154	16.477	18.606
1244	12.392	13.951	15.16	16.483	18.614
1245	12.396	13.956	15.165	16.49	18.621
1246	12.4	13.96	15.171	16.496	18.628
1247	12.404	13.965	15.176	16.502	18.636
1248	12.408	13.97	15.182	16.508	18.643
1249	12.413	13.975	15.187	16.514	18.65
1250	12.417	13.98	15.193	16.52	18.658
1251	12.421	13.985	15.198	16.527	18.665
1252	12.425	13.99	15.204	16.533	18.672
1253	12.429	13.995	15.209	16.539	18.68
1254	12.433	14	15.215	16.545	18.687
1255	12.438	14.005	15.22	16.551	18.694
