Days	G0	G25	G50	G75	G100
634	8.881	9.964	10.818	11.768	13.331
635	8.887	9.97	10.825	11.775	13.339
636	8.892	9.977	10.832	11.783	13.348
637	8.898	9.983	10.839	11.79	13.356
638	8.903	9.989	10.845	11.798	13.365
639	8.909	9.995	10.852	11.805	13.373
640	8.914	10.002	10.859	11.813	13.382
641	8.92	10.008	10.866	11.82	13.391
642	8.926	10.014	10.873	11.828	13.399
643	8.931	10.02	10.879	11.835	13.408
644	8.937	10.027	10.886	11.842	13.416
645	8.942	10.033	10.893	11.85	13.425
646	8.948	10.039	10.9	11.857	13.433
647	8.953	10.045	10.907	11.865	13.442
648	8.959	10.051	10.913	11.872	13.45
649	8.964	10.058	10.92	11.88	13.459
650	8.97	10.064	10.927	11.887	13.467
651	8.975	10.07	10.934	11.895	13.476
652	8.981	10.077	10.941	11.902	13.485
653	8.987	10.083	10.947	11.91	13.493
654	8.992	10.089	10.954	11.917	13.502
655	8.998	10.095	10.961	11.925	13.51
656	9.003	10.102	10.968	11.932	13.519
657	9.009	10.108	10.975	11.94	13.528
658	9.014	10.114	10.982	11.947	13.536
659	9.02	10.12	10.988	11.954	13.545
660	9.025	10.126	10.995	11.962	13.553
661	9.031	10.133	11.002	11.969	13.562
662	9.037	10.139	11.009	11.977	13.57
663	9.042	10.145	11.016	11.984	13.579
664	9.048	10.152	11.022	11.992	13.587
665	9.053	10.158	11.029	11.999	13.596
666	9.059	10.164	11.036	12.007	13.604
667	9.064	10.17	11.043	12.014	13.613
668	9.07	10.176	11.05	12.022	13.622
669	9.075	10.183	11.057	12.029	13.63
670	9.081	10.189	11.063	12.037	13.639
671	9.087	10.195	11.07	12.044	13.648
672	9.092	10.202	11.077	12.052	13.656
673	9.098	10.208	11.084	12.059	13.665
674	9.103	10.214	11.091	12.066	13.673
675	9.109	10.22	11.098	12.074	13.682
676	9.114	10.227	11.104	12.081	13.691
677	9.12	10.233	11.111	12.089	13.699
678	9.125	10.239	11.118	12.096	13.708
679	9.131	10.245	11.125	12.104	13.716
680	9.136	10.252	11.132	12.111	13.725
681	9.142	10.258	11.138	12.119	13.734
682	9.147	10.264	11.145	12.126	13.742
683	9.153	10.27	11.152	12.134	13.751
684	9.158	10.277	11.159	12.141	13.759
685	9.164	10.283	11.166	12.149	13.768
686	9.17	10.289	11.173	12.156	13.777
687	9.175	10.295	11.18	12.164	13.785
688	9.181	10.302	11.186	12.171	13.794
689	9.186	10.308	11.193	12.179	13.803
690	9.192	10.314	11.2	12.186	13.811
691	9.197	10.32	11.207	12.194	13.82
692	9.203	10.327	11.214	12.201	13.829
693	9.209	10.333	11.221	12.209	13.837
694	9.214	10.339	11.227	12.216	13.846
695	9.22	10.345	11.234	12.224	13.854
696	9.225	10.352	11.241	12.231	13.863
697	9.231	10.358	11.248	12.239	13.872
698	9.236	10.364	11.255	12.246	13.88
699	9.242	10.371	11.262	12.254	13.889
700	9.247	10.377	11.268	12.261	13.898
701	9.253	10.383	11.275	12.269	13.906
702	9.258	10.389	11.282	12.276	13.915
703	9.264	10.396	11.289	12.284	13.923
704	9.27	10.402	11.296	12.291	13.932
705	9.275	10.408	11.303	12.299	13.941
706	9.281	10.414	11.31	12.307	13.949
707	9.286	10.421	11.316	12.314	13.958
708	9.292	10.427	11.323	12.322	13.967
709	9.297	10.433	11.33	12.329	13.975
710	9.303	10.439	11.337	12.337	13.984
711	9.308	10.446	11.344	12.344	13.993
712	9.314	10.452	11.351	12.352	14.001
713	9.32	10.458	11.358	12.359	14.01
714	9.325	10.465	11.364	12.367	14.019
715	9.331	10.471	11.371	12.374	14.027
716	9.336	10.477	11.378	12.382	14.036
717	9.342	10.483	11.385	12.389	14.045
718	9.347	10.49	11.392	12.397	14.053
719	9.353	10.496	11.399	12.404	14.062
720	9.358	10.502	11.406	12.412	14.071
721	9.364	10.508	11.412	12.419	14.079
722	9.369	10.515	11.419	12.427	14.088
723	9.375	10.521	11.426	12.434	14.097
724	9.381	10.527	11.433	12.442	14.105
725	9.386	10.533	11.44	12.449	14.114
726	9.392	10.54	11.447	12.457	14.123
727	9.397	10.546	11.454	12.465	14.131
728	9.403	10.552	11.46	12.472	14.14
729	9.408	10.559	11.467	12.48	14.149
730	9.414	10.565	11.474	12.487	14.157
731	9.419	10.571	11.481	12.495	14.166
732	9.425	10.577	11.488	12.502	14.175
733	9.43	10.584	11.495	12.51	14.184
734	9.436	10.59	11.502	12.517	14.192
735	9.442	10.596	11.508	12.525	14.201
736	9.447	10.602	11.515	12.532	14.21
737	9.453	10.609	11.522	12.54	14.218
738	9.458	10.615	11.529	12.547	14.227
739	9.464	10.621	11.536	12.555	14.236
740	9.469	10.628	11.543	12.563	14.244
741	9.475	10.634	11.55	12.57	14.253
742	9.48	10.64	11.556	12.578	14.262
743	9.486	10.646	11.563	12.585	14.27
744	9.491	10.653	11.57	12.593	14.279
745	9.497	10.659	11.577	12.6	14.288
746	9.502	10.665	11.584	12.608	14.297
747	9.508	10.671	11.591	12.615	14.305
748	9.513	10.678	11.598	12.623	14.314
749	9.519	10.684	11.605	12.63	14.323
750	9.524	10.69	11.611	12.638	14.331
751	9.53	10.696	11.618	12.646	14.34
752	9.536	10.703	11.625	12.653	14.349
753	9.541	10.709	11.632	12.661	14.357
754	9.547	10.715	11.639	12.668	14.366
755	9.552	10.722	11.646	12.676	14.375
756	9.558	10.728	11.653	12.683	14.384
757	9.563	10.734	11.659	12.691	14.392
758	9.569	10.74	11.666	12.698	14.401
759	9.574	10.747	11.673	12.706	14.41
760	9.58	10.753	11.68	12.713	14.418
761	9.585	10.759	11.687	12.721	14.427
762	9.591	10.765	11.694	12.729	14.436
763	9.596	10.772	11.701	12.736	14.444
764	9.602	10.778	11.707	12.744	14.453
765	9.607	10.784	11.714	12.751	14.462
766	9.613	10.79	11.721	12.759	14.471
767	9.618	10.797	11.728	12.766	14.479
768	9.624	10.803	11.735	12.774	14.488
769	9.629	10.809	11.742	12.781	14.497
770	9.635	10.815	11.749	12.789	14.505
771	9.64	10.822	11.755	12.796	14.514
772	9.646	10.828	11.762	12.804	14.523
773	9.651	10.834	11.769	12.811	14.532
774	9.657	10.84	11.776	12.819	14.54
775	9.662	10.847	11.783	12.826	14.549
776	9.668	10.853	11.79	12.834	14.558
777	9.673	10.859	11.796	12.842	14.567
778	9.679	10.865	11.803	12.849	14.575
779	9.685	10.872	11.81	12.857	14.584
780	9.69	10.878	11.817	12.864	14.593
781	9.695	10.884	11.824	12.872	14.601
782	9.701	10.89	11.831	12.879	14.61
783	9.706	10.897	11.838	12.887	14.619
784	9.712	10.903	11.844	12.894	14.628
785	9.717	10.909	11.851	12.902	14.636
786	9.723	10.915	11.858	12.909	14.645
787	9.728	10.921	11.865	12.917	14.654
788	9.734	10.928	11.872	12.925	14.663
789	9.739	10.934	11.879	12.932	14.671
790	9.745	10.94	11.885	12.939	14.68
791	9.75	10.946	11.892	12.947	14.689
792	9.756	10.953	11.899	12.955	14.697
793	9.761	10.959	11.906	12.962	14.706
794	9.767	10.965	11.913	12.97	14.715
795	9.772	10.971	11.919	12.977	14.723
796	9.778	10.978	11.926	12.985	14.732
797	9.783	10.984	11.933	12.992	14.741
798	9.789	10.99	11.94	13	14.749
799	9.794	10.996	11.947	13.007	14.758
800	9.799	11.002	11.954	13.015	14.767
801	9.805	11.008	11.96	13.022	14.775
802	9.81	11.015	11.967	13.03	14.784
803	9.816	11.021	11.974	13.037	14.793
804	9.821	11.027	11.981	13.045	14.802
805	9.827	11.033	11.988	13.052	14.81
806	9.832	11.04	11.994	13.06	14.819
807	9.838	11.046	12.001	13.067	14.828
808	9.843	11.052	12.008	13.075	14.836
809	9.848	11.058	12.015	13.082	14.845
810	9.854	11.064	12.022	13.09	14.854
811	9.859	11.07	12.028	13.097	14.862
812	9.865	11.077	12.035	13.105	14.871
813	9.87	11.083	12.042	13.112	14.88
814	9.876	11.089	12.049	13.12	14.888
815	9.881	11.095	12.055	13.127	14.897
816	9.886	11.101	12.062	13.135	14.906
817	9.892	11.107	12.069	13.142	14.915
818	9.897	11.114	12.076	13.15	14.923
819	9.902	11.12	12.083	13.157	14.932
820	9.908	11.126	12.089	13.164	14.941
821	9.913	11.132	12.096	13.172	14.949
822	9.919	11.138	12.103	13.179	14.958
823	9.924	11.144	12.11	13.187	14.967
824	9.929	11.15	12.116	13.194	14.975
825	9.935	11.157	12.123	13.202	14.984
826	9.94	11.163	12.13	13.209	14.992
827	9.946	11.169	12.137	13.217	15.001
828	9.951	11.175	12.143	13.224	15.01
829	9.956	11.181	12.15	13.232	15.019
830	9.962	11.187	12.157	13.239	15.027
831	9.967	11.193	12.164	13.246	15.036
832	9.972	11.199	12.17	13.254	15.044
833	9.978	11.206	12.177	13.261	15.053
834	9.983	11.212	12.184	13.269	15.062
835	9.989	11.218	12.19	13.276	15.07
836	9.994	11.224	12.197	13.283	15.079
837	9.999	11.23	12.204	13.291	15.088
838	10.004	11.236	12.211	13.298	15.096
839	10.01	11.242	12.217	13.306	15.105
840	10.015	11.248	12.224	13.313	15.114
841	10.021	11.254	12.231	13.321	15.122
842	10.026	11.26	12.237	13.328	15.131
843	10.031	11.266	12.244	13.335	15.139
844	10.036	11.272	12.251	13.343	15.148
845	10.042	11.279	12.258	13.35	15.157
846	10.047	11.285	12.264	13.358	15.165
847	10.052	11.291	12.271	13.365	15.174
848	10.058	11.297	12.278	13.372	15.182
849	10.063	11.303	12.284	13.38	15.191
850	10.068	11.309	12.291	13.387	15.2
851	10.074	11.315	12.298	13.395	15.208
852	10.079	11.321	12.304	13.402	15.217
853	10.084	11.327	12.311	13.409	15.225
854	10.089	11.333	12.318	13.417	15.234
855	10.095	11.339	12.324	13.424	15.243
856	10.1	11.345	12.331	13.431	15.251
857	10.105	11.351	12.338	13.439	15.26
858	10.111	11.357	12.344	13.446	15.268
859	10.116	11.363	12.351	13.454	15.277
860	10.121	11.369	12.358	13.461	15.286
861	10.126	11.375	12.364	13.468	15.294
862	10.132	11.381	12.371	13.476	15.303
863	10.137	11.387	12.377	13.483	15.311
864	10.142	11.393	12.384	13.49	15.32
865	10.147	11.399	12.391	13.498	15.328
866	10.153	11.405	12.397	13.505	15.337
867	10.158	11.411	12.404	13.512	15.346
868	10.163	11.417	12.411	13.52	15.354
869	10.168	11.423	12.417	13.527	15.363
870	10.174	11.429	12.424	13.534	15.371
871	10.179	11.435	12.43	13.542	15.38
872	10.184	11.441	12.437	13.549	15.388
873	10.189	11.447	12.444	13.556	15.397
874	10.194	11.453	12.45	13.563	15.405
875	10.2	11.459	12.457	13.571	15.414
876	10.205	11.465	12.463	13.578	15.422
877	10.21	11.471	12.47	13.585	15.431
878	10.215	11.477	12.477	13.593	15.44
879	10.22	11.483	12.483	13.6	15.448
880	10.226	11.489	12.49	13.607	15.456
881	10.231	11.495	12.496	13.615	15.465
882	10.236	11.501	12.503	13.622	15.474
883	10.241	11.507	12.509	13.629	15.482
884	10.246	11.513	12.516	13.637	15.491
885	10.252	11.519	12.523	13.644	15.499
886	10.257	11.525	12.529	13.651	15.507
887	10.262	11.531	12.536	13.658	15.516
888	10.267	11.536	12.542	13.666	15.524
889	10.272	11.542	12.549	13.673	15.533
890	10.277	11.548	12.555	13.68	15.542
891	10.282	11.554	12.562	13.687	15.55
892	10.288	11.56	12.568	13.695	15.558
893	10.293	11.566	12.575	13.702	15.567
894	10.298	11.572	12.581	13.709	15.575
895	10.303	11.578	12.588	13.716	15.584
896	10.308	11.584	12.594	13.724	15.592
897	10.313	11.59	12.601	13.731	15.601
898	10.318	11.596	12.607	13.738	15.609
899	10.324	11.601	12.614	13.745	15.618
900	10.329	11.607	12.62	13.752	15.626
901	10.334	11.613	12.627	13.76	15.635
902	10.339	11.619	12.633	13.767	15.643
903	10.344	11.625	12.64	13.774	15.652
904	10.349	11.631	12.646	13.781	15.66
905	10.354	11.637	12.653	13.789	15.668
906	10.359	11.643	12.659	13.796	15.677
907	10.364	11.648	12.666	13.803	15.685
908	10.369	11.654	12.672	13.81	15.694
909	10.375	11.66	12.679	13.817	15.702
910	10.38	11.666	12.685	13.825	15.711
911	10.385	11.672	12.692	13.832	15.719
912	10.39	11.678	12.698	13.839	15.727
913	10.395	11.683	12.705	13.846	15.736
914	10.4	11.689	12.711	13.853	15.744
915	10.405	11.695	12.718	13.861	15.753
916	10.41	11.701	12.724	13.868	15.761
917	10.415	11.707	12.731	13.875	15.77
918	10.42	11.713	12.737	13.882	15.778
919	10.425	11.718	12.743	13.889	15.787
920	10.43	11.724	12.75	13.896	15.795
921	10.435	11.73	12.756	13.904	15.803
922	10.44	11.736	12.763	13.911	15.812
923	10.445	11.742	12.769	13.918	15.82
924	10.45	11.747	12.776	13.925	15.828
925	10.455	11.753	12.782	13.932	15.837
926	10.46	11.759	12.788	13.939	15.845
927	10.465	11.765	12.795	13.946	15.854
928	10.47	11.771	12.801	13.953	15.862
929	10.475	11.776	12.808	13.961	15.871
930	10.48	11.782	12.814	13.968	15.879
931	10.485	11.788	12.82	13.975	15.887
932	10.49	11.794	12.827	13.982	15.896
933	10.495	11.799	12.833	13.989	15.904
934	10.5	11.805	12.84	13.996	15.912
935	10.505	11.811	12.846	14.003	15.921
936	10.51	11.817	12.852	14.011	15.929
937	10.515	11.822	12.859	14.018	15.938
938	10.52	11.828	12.865	14.025	15.946
939	10.525	11.834	12.872	14.032	15.954
940	10.53	11.84	12.878	14.039	15.963
941	10.535	11.845	12.884	14.046	15.971
942	10.54	11.851	12.891	14.053	15.979
943	10.545	11.857	12.897	14.06	15.988
944	10.55	11.862	12.903	14.067	15.996
945	10.555	11.868	12.91	14.074	16.005
946	10.56	11.874	12.916	14.082	16.013
947	10.565	11.88	12.922	14.089	16.021
948	10.57	11.885	12.929	14.096	16.029
949	10.575	11.891	12.935	14.103	16.038
950	10.58	11.897	12.942	14.11	16.046
951	10.585	11.903	12.948	14.117	16.054
952	10.59	11.908	12.954	14.124	16.063
953	10.595	11.914	12.961	14.131	16.071
954	10.599	11.92	12.967	14.138	16.079
955	10.604	11.925	12.973	14.145	16.088
956	10.609	11.931	12.98	14.152	16.096
957	10.614	11.937	12.986	14.159	16.104
958	10.619	11.942	12.992	14.166	16.113
959	10.624	11.948	12.999	14.173	16.121
960	10.629	11.954	13.005	14.181	16.13
961	10.634	11.96	13.011	14.188	16.138
962	10.639	11.965	13.017	14.195	16.146
963	10.644	11.971	13.024	14.202	16.154
964	10.649	11.977	13.03	14.209	16.163
965	10.653	11.982	13.036	14.216	16.171
966	10.658	11.988	13.043	14.223	16.18
967	10.663	11.994	13.049	14.23	16.188
968	10.668	11.999	13.055	14.237	16.196
969	10.673	12.005	13.062	14.244	16.204
970	10.678	12.011	13.068	14.251	16.213
971	10.683	12.016	13.074	14.258	16.221
972	10.688	12.022	13.08	14.265	16.229
973	10.693	12.027	13.087	14.272	16.237
974	10.697	12.033	13.093	14.279	16.246
975	10.702	12.039	13.099	14.286	16.254
976	10.707	12.044	13.106	14.293	16.263
977	10.712	12.05	13.112	14.3	16.271
978	10.717	12.056	13.118	14.307	16.279
979	10.722	12.061	13.125	14.314	16.288
980	10.727	12.067	13.131	14.321	16.296
981	10.731	12.073	13.137	14.328	16.304
982	10.736	12.078	13.143	14.335	16.312
983	10.741	12.084	13.15	14.342	16.321
984	10.746	12.089	13.156	14.349	16.329
985	10.751	12.095	13.162	14.356	16.337
986	10.756	12.101	13.168	14.363	16.346
987	10.76	12.106	13.175	14.37	16.354
988	10.765	12.112	13.181	14.377	16.362
989	10.77	12.118	13.187	14.384	16.371
990	10.775	12.123	13.193	14.391	16.379
991	10.78	12.129	13.2	14.398	16.387
992	10.785	12.134	13.206	14.405	16.395
993	10.79	12.14	13.212	14.412	16.404
994	10.794	12.146	13.219	14.419	16.412
995	10.799	12.151	13.225	14.426	16.42
996	10.804	12.157	13.231	14.433	16.429
997	10.809	12.162	13.237	14.44	16.437
998	10.814	12.168	13.244	14.447	16.445
999	10.818	12.174	13.25	14.454	16.454
1000	10.823	12.179	13.256	14.461	16.462
1001	10.828	12.185	13.262	14.468	16.47
1002	10.833	12.19	13.268	14.475	16.478
1003	10.838	12.196	13.275	14.482	16.487
1004	10.842	12.202	13.281	14.489	16.495
1005	10.847	12.207	13.287	14.496	16.503
1006	10.852	12.213	13.293	14.503	16.511
1007	10.857	12.218	13.3	14.51	16.52
1008	10.862	12.224	13.306	14.517	16.528
1009	10.866	12.23	13.312	14.524	16.537
1010	10.871	12.235	13.318	14.531	16.545
1011	10.876	12.241	13.325	14.538	16.553
1012	10.881	12.246	13.331	14.545	16.561
1013	10.886	12.252	13.337	14.552	16.57
1014	10.89	12.258	13.343	14.559	16.578
1015	10.895	12.263	13.35	14.566	16.586
1016	10.9	12.269	13.356	14.573	16.595
1017	10.905	12.274	13.362	14.58	16.603
1018	10.91	12.28	13.368	14.587	16.611
1019	10.914	12.285	13.374	14.594	16.619
1020	10.919	12.291	13.381	14.601	16.628
1021	10.924	12.296	13.387	14.608	16.636
1022	10.929	12.302	13.393	14.615	16.644
1023	10.933	12.308	13.399	14.622	16.653
1024	10.938	12.313	13.406	14.629	16.661
1025	10.943	12.319	13.412	14.636	16.669
1026	10.948	12.324	13.418	14.643	16.678
1027	10.952	12.33	13.424	14.65	16.686
1028	10.957	12.335	13.43	14.657	16.694
1029	10.962	12.341	13.437	14.664	16.702
1030	10.967	12.347	13.443	14.671	16.711
1031	10.972	12.352	13.449	14.678	16.719
1032	10.976	12.358	13.455	14.685	16.727
1033	10.981	12.363	13.461	14.692	16.736
1034	10.986	12.369	13.468	14.699	16.744
1035	10.991	12.374	13.474	14.706	16.752
1036	10.995	12.38	13.48	14.713	16.761
1037	11	12.385	13.486	14.72	16.769
1038	11.005	12.391	13.493	14.727	16.777
1039	11.009	12.396	13.499	14.734	16.786
1040	11.014	12.402	13.505	14.741	16.794
1041	11.019	12.407	13.511	14.748	16.802
1042	11.024	12.413	13.517	14.755	16.811
1043	11.028	12.419	13.524	14.762	16.819
1044	11.033	12.424	13.53	14.769	16.827
1045	11.038	12.43	13.536	14.776	16.836
1046	11.043	12.435	13.542	14.783	16.844
1047	11.047	12.441	13.548	14.79	16.852
1048	11.052	12.446	13.555	14.797	16.86
1049	11.057	12.452	13.561	14.803	16.869
1050	11.062	12.457	13.567	14.81	16.877
1051	11.066	12.463	13.573	14.817	16.885
1052	11.071	12.468	13.579	14.824	16.894
1053	11.076	12.474	13.586	14.831	16.902
1054	11.08	12.479	13.592	14.838	16.911
1055	11.085	12.485	13.598	14.845	16.919
1056	11.09	12.49	13.604	14.852	16.927
1057	11.095	12.496	13.61	14.859	16.936
1058	11.099	12.502	13.617	14.866	16.944
1059	11.104	12.507	13.623	14.873	16.952
1060	11.109	12.513	13.629	14.88	16.961
1061	11.113	12.518	13.635	14.887	16.969
1062	11.118	12.524	13.641	14.894	16.977
1063	11.123	12.529	13.648	14.901	16.986
1064	11.128	12.535	13.654	14.908	16.994
1065	11.132	12.54	13.66	14.915	17.002
1066	11.137	12.546	13.666	14.922	17.011
1067	11.142	12.551	13.672	14.929	17.019
1068	11.146	12.557	13.679	14.936	17.027
1069	11.151	12.562	13.685	14.943	17.036
1070	11.156	12.568	13.691	14.95	17.044
1071	11.161	12.573	13.697	14.957	17.052
1072	11.165	12.579	13.703	14.964	17.061
1073	11.17	12.584	13.71	14.971	17.069
1074	11.175	12.59	13.716	14.978	17.078
1075	11.179	12.595	13.722	14.985	17.086
1076	11.184	12.601	13.728	14.992	17.094
1077	11.189	12.606	13.734	14.999	17.103
1078	11.193	12.612	13.74	15.006	17.111
1079	11.198	12.617	13.747	15.013	17.119
1080	11.203	12.623	13.753	15.02	17.128
1081	11.208	12.629	13.759	15.027	17.136
1082	11.212	12.634	13.765	15.034	17.145
1083	11.217	12.639	13.771	15.041	17.153
1084	11.222	12.645	13.778	15.048	17.161
1085	11.226	12.651	13.784	15.055	17.17
1086	11.231	12.656	13.79	15.062	17.178
1087	11.236	12.661	13.796	15.069	17.186
1088	11.24	12.667	13.802	15.076	17.195
1089	11.245	12.672	13.809	15.083	17.203
1090	11.25	12.678	13.815	15.09	17.212
1091	11.254	12.684	13.821	15.097	17.22
1092	11.259	12.689	13.827	15.104	17.228
1093	11.264	12.695	13.833	15.111	17.237
1094	11.268	12.7	13.84	15.118	17.245
1095	11.273	12.705	13.846	15.125	17.254
1096	11.278	12.711	13.852	15.132	17.262
1097	11.282	12.716	13.858	15.139	17.27
1098	11.287	12.722	13.864	15.146	17.279
1099	11.292	12.728	13.87	15.153	17.287
1100	11.296	12.733	13.877	15.16	17.296
1101	11.301	12.738	13.883	15.167	17.304
1102	11.306	12.744	13.889	15.174	17.312
1103	11.31	12.749	13.895	15.181	17.321
1104	11.315	12.755	13.901	15.188	17.329
1105	11.32	12.76	13.908	15.195	17.338
1106	11.324	12.766	13.914	15.202	17.346
1107	11.329	12.771	13.92	15.209	17.354
1108	11.334	12.777	13.926	15.216	17.363
1109	11.338	12.782	13.932	15.223	17.371
1110	11.343	12.788	13.938	15.23	17.38
1111	11.348	12.793	13.945	15.237	17.388
1112	11.352	12.799	13.951	15.244	17.396
1113	11.357	12.804	13.957	15.251	17.405
1114	11.361	12.81	13.963	15.258	17.413
1115	11.366	12.815	13.969	15.265	17.422
1116	11.371	12.821	13.976	15.272	17.43
1117	11.375	12.826	13.982	15.279	17.439
1118	11.38	12.832	13.988	15.286	17.447
1119	11.385	12.837	13.994	15.293	17.455
1120	11.389	12.843	14	15.3	17.464
1121	11.394	12.848	14.006	15.307	17.472
1122	11.399	12.854	14.013	15.314	17.481
1123	11.403	12.859	14.019	15.321	17.489
1124	11.408	12.865	14.025	15.328	17.498
1125	11.413	12.87	14.031	15.335	17.506
1126	11.417	12.876	14.037	15.342	17.514
1127	11.422	12.881	14.044	15.349	17.523
1128	11.426	12.887	14.05	15.356	17.531
1129	11.431	12.892	14.056	15.363	17.54
1130	11.436	12.898	14.062	15.37	17.548
1131	11.44	12.903	14.068	15.377	17.557
1132	11.445	12.908	14.074	15.384	17.565
1133	11.45	12.914	14.081	15.391	17.574
1134	11.454	12.919	14.087	15.398	17.582
1135	11.459	12.925	14.093	15.405	17.591
1136	11.463	12.93	14.099	15.412	17.599
1137	11.468	12.936	14.105	15.419	17.608
1138	11.473	12.941	14.112	15.426	17.616
1139	11.477	12.947	14.118	15.433	17.624
1140	11.482	12.952	14.124	15.44	17.633
1141	11.487	12.958	14.13	15.447	17.641
1142	11.491	12.963	14.136	15.454	17.65
1143	11.496	12.969	14.142	15.461	17.658
1144	11.5	12.974	14.149	15.468	17.667
1145	11.505	12.979	14.155	15.475	17.675
1146	11.51	12.985	14.161	15.482	17.684
1147	11.514	12.991	14.167	15.489	17.692
1148	11.519	12.996	14.173	15.496	17.701
1149	11.523	13.001	14.179	15.503	17.709
1150	11.528	13.007	14.186	15.51	17.718
1151	11.533	13.012	14.192	15.517	17.726
1152	11.537	13.018	14.198	15.524	17.734
1153	11.542	13.023	14.204	15.531	17.743
1154	11.546	13.029	14.21	15.538	17.752
1155	11.551	13.034	14.216	15.545	17.76
1156	11.556	13.04	14.223	15.552	17.769
1157	11.56	13.045	14.229	15.559	17.777
1158	11.565	13.05	14.235	15.566	17.786
1159	11.569	13.056	14.241	15.573	17.794
1160	11.574	13.061	14.247	15.58	17.803
1161	11.579	13.067	14.253	15.587	17.811
1162	11.583	13.072	14.26	15.594	17.819
1163	11.588	13.078	14.266	15.601	17.828
1164	11.592	13.083	14.272	15.608	17.836
1165	11.597	13.089	14.278	15.615	17.845
1166	11.602	13.094	14.284	15.622	17.853
1167	11.606	13.099	14.29	15.629	17.862
1168	11.611	13.105	14.297	15.636	17.87
1169	11.615	13.11	14.303	15.643	17.879
1170	11.62	13.116	14.309	15.65	17.887
1171	11.624	13.121	14.315	15.657	17.896
1172	11.629	13.127	14.321	15.664	17.905
1173	11.634	13.132	14.327	15.671	17.913
1174	11.638	13.138	14.334	15.678	17.921
1175	11.643	13.143	14.34	15.685	17.93
1176	11.647	13.148	14.346	15.692	17.939
1177	11.652	13.154	14.352	15.699	17.947
1178	11.656	13.159	14.358	15.706	17.956
1179	11.661	13.165	14.364	15.713	17.964
1180	11.665	13.17	14.371	15.72	17.973
1181	11.67	13.176	14.377	15.727	17.981
1182	11.675	13.181	14.383	15.734	17.99
1183	11.679	13.186	14.389	15.741	17.998
1184	11.684	13.192	14.395	15.748	18.007
1185	11.688	13.197	14.401	15.755	18.015
1186	11.693	13.203	14.408	15.762	18.024
1187	11.697	13.208	14.414	15.769	18.032
1188	11.702	13.214	14.42	15.776	18.041
1189	11.706	13.219	14.426	15.783	18.049
1190	11.711	13.224	14.432	15.79	18.058
1191	11.715	13.23	14.438	15.797	18.066
1192	11.72	13.235	14.444	15.804	18.075
1193	11.725	13.241	14.451	15.811	18.083
1194	11.729	13.246	14.457	15.818	18.092
1195	11.734	13.251	14.463	15.825	18.1
1196	11.738	13.257	14.469	15.832	18.109
1197	11.743	13.262	14.475	15.839	18.118
1198	11.747	13.268	14.481	15.846	18.126
1199	11.752	13.273	14.487	15.853	18.135
1200	11.757	13.279	14.494	15.86	18.143
1201	11.761	13.284	14.5	15.867	18.152
1202	11.765	13.289	14.506	15.875	18.16
1203	11.77	13.295	14.512	15.881	18.169
1204	11.774	13.3	14.518	15.888	18.177
1205	11.779	13.306	14.524	15.895	18.186
1206	11.784	13.311	14.53	15.902	18.194
1207	11.788	13.316	14.537	15.909	18.203
1208	11.793	13.322	14.543	15.916	18.211
1209	11.797	13.327	14.549	15.923	18.22
1210	11.802	13.333	14.555	15.93	18.228
1211	11.806	13.338	14.561	15.937	18.237
1212	11.811	13.343	14.567	15.944	18.245
1213	11.815	13.349	14.573	15.952	18.254
1214	11.82	13.354	14.58	15.959	18.263
1215	11.824	13.36	14.586	15.966	18.271
1216	11.829	13.365	14.592	15.973	18.28
1217	11.833	13.37	14.598	15.979	18.288
1218	11.838	13.376	14.604	15.987	18.297
1219	11.842	13.381	14.61	15.994	18.305
1220	11.847	13.387	14.616	16	18.314
1221	11.851	13.392	14.623	16.008	18.323
1222	11.856	13.397	14.629	16.015	18.331
1223	11.86	13.403	14.635	16.022	18.34
1224	11.865	13.408	14.641	16.029	18.348
1225	11.869	13.413	14.647	16.036	18.357
1226	11.874	13.419	14.653	16.043	18.365
1227	11.878	13.424	14.659	16.05	18.374
1228	11.883	13.43	14.665	16.056	18.382
1229	11.887	13.435	14.672	16.064	18.391
1230	11.892	13.44	14.678	16.071	18.4
1231	11.896	13.446	14.684	16.078	18.408
1232	11.901	13.451	14.69	16.085	18.417
1233	11.905	13.456	14.696	16.092	18.425
1234	11.91	13.462	14.702	16.099	18.434
1235	11.914	13.467	14.708	16.106	18.442
1236	11.919	13.472	14.714	16.113	18.451
1237	11.923	13.478	14.72	16.12	18.459
1238	11.928	13.483	14.727	16.127	18.468
1239	11.932	13.489	14.733	16.134	18.476
1240	11.937	13.494	14.739	16.141	18.485
1241	11.941	13.499	14.745	16.148	18.494
1242	11.945	13.505	14.751	16.155	18.502
1243	11.95	13.51	14.757	16.162	18.511
1244	11.954	13.515	14.763	16.169	18.519
1245	11.959	13.521	14.769	16.176	18.528
1246	11.963	13.526	14.775	16.182	18.536
1247	11.968	13.532	14.782	16.19	18.545
1248	11.972	13.537	14.788	16.197	18.554
1249	11.977	13.542	14.794	16.204	18.562
1250	11.981	13.548	14.8	16.211	18.571
1251	11.986	13.553	14.806	16.218	18.579
1252	11.99	13.558	14.812	16.224	18.588
1253	11.995	13.564	14.818	16.232	18.596
1254	11.999	13.569	14.824	16.239	18.605
1255	12.004	13.574	14.83	16.245	18.613
1256	12.008	13.58	14.837	16.252	18.622
1257	12.012	13.585	14.843	16.26	18.631
