Days	G0	G25	G50	G75	G100
1258	12.017	13.59	14.849	16.267	18.639
1259	12.021	13.596	14.855	16.273	18.648
1260	12.026	13.601	14.861	16.28	18.656
1261	12.03	13.606	14.867	16.287	18.665
1262	12.035	13.612	14.873	16.294	18.673
1263	12.039	13.617	14.879	16.301	18.682
1264	12.044	13.622	14.885	16.308	18.691
1265	12.048	13.628	14.891	16.315	18.699
1266	12.052	13.633	14.897	16.322	18.708
1267	12.057	13.638	14.904	16.329	18.716
1268	12.061	13.644	14.91	16.336	18.725
1269	12.066	13.649	14.916	16.343	18.733
1270	12.07	13.654	14.922	16.35	18.742
1271	12.075	13.66	14.928	16.357	18.751
1272	12.079	13.665	14.934	16.364	18.759
1273	12.083	13.67	14.94	16.371	18.768
1274	12.088	13.676	14.946	16.378	18.776
1275	12.092	13.681	14.952	16.385	18.785
1276	12.097	13.686	14.958	16.392	18.793
1277	12.101	13.692	14.964	16.399	18.802
1278	12.105	13.697	14.97	16.406	18.811
1279	12.11	13.702	14.977	16.413	18.819
1280	12.114	13.708	14.983	16.42	18.828
1281	12.119	13.713	14.989	16.427	18.836
1282	12.123	13.718	14.995	16.434	18.845
1283	12.128	13.724	15.001	16.441	18.854
1284	12.132	13.729	15.007	16.448	18.862
1285	12.136	13.734	15.013	16.455	18.871
1286	12.141	13.739	15.019	16.462	18.879
1287	12.145	13.745	15.025	16.469	18.888
1288	12.15	13.75	15.031	16.476	18.896
1289	12.154	13.755	15.037	16.483	18.905
1290	12.158	13.761	15.043	16.49	18.914
1291	12.163	13.766	15.049	16.497	18.922
1292	12.167	13.771	15.056	16.504	18.931
1293	12.172	13.777	15.062	16.511	18.939
1294	12.176	13.782	15.068	16.518	18.948
1295	12.18	13.787	15.074	16.525	18.956
1296	12.185	13.792	15.08	16.532	18.965
1297	12.189	13.798	15.086	16.539	18.974
1298	12.194	13.803	15.092	16.545	18.982
1299	12.198	13.808	15.098	16.553	18.991
1300	12.202	13.814	15.104	16.559	18.999
1301	12.207	13.819	15.11	16.566	19.008
1302	12.211	13.824	15.116	16.573	19.016
1303	12.216	13.83	15.122	16.58	19.025
1304	12.22	13.835	15.128	16.587	19.034
1305	12.224	13.84	15.134	16.594	19.042
1306	12.229	13.845	15.14	16.601	19.051
1307	12.233	13.851	15.146	16.608	19.059
1308	12.237	13.856	15.152	16.615	19.068
1309	12.242	13.861	15.158	16.622	19.077
1310	12.246	13.867	15.165	16.629	19.085
1311	12.251	13.872	15.171	16.636	19.094
1312	12.255	13.877	15.177	16.643	19.102
1313	12.259	13.882	15.183	16.65	19.111
1314	12.264	13.888	15.189	16.657	19.119
1315	12.268	13.893	15.195	16.664	19.128
1316	12.272	13.898	15.201	16.671	19.137
1317	12.277	13.903	15.207	16.678	19.145
1318	12.281	13.909	15.213	16.685	19.154
1319	12.286	13.914	15.219	16.692	19.162
1320	12.29	13.919	15.225	16.699	19.171
1321	12.294	13.925	15.231	16.706	19.18
1322	12.299	13.93	15.237	16.713	19.188
1323	12.303	13.935	15.243	16.719	19.197
1324	12.307	13.94	15.249	16.726	19.205
1325	12.312	13.946	15.255	16.733	19.214
1326	12.316	13.951	15.261	16.74	19.222
1327	12.32	13.956	15.267	16.747	19.231
1328	12.325	13.961	15.273	16.754	19.24
1329	12.329	13.967	15.279	16.761	19.248
1330	12.333	13.972	15.285	16.768	19.257
1331	12.338	13.977	15.291	16.775	19.265
1332	12.342	13.982	15.297	16.782	19.274
1333	12.347	13.988	15.303	16.789	19.282
1334	12.351	13.993	15.309	16.796	19.291
1335	12.355	13.998	15.315	16.803	19.299
1336	12.359	14.003	15.321	16.81	19.308
1337	12.364	14.009	15.328	16.817	19.317
1338	12.368	14.014	15.334	16.824	19.325
1339	12.373	14.019	15.34	16.831	19.334
1340	12.377	14.024	15.346	16.837	19.342
1341	12.381	14.03	15.352	16.844	19.351
1342	12.386	14.035	15.358	16.851	19.36
1343	12.39	14.04	15.364	16.858	19.368
1344	12.394	14.045	15.37	16.865	19.377
1345	12.399	14.051	15.376	16.872	19.385
1346	12.403	14.056	15.382	16.879	19.394
1347	12.407	14.061	15.388	16.886	19.403
1348	12.412	14.067	15.394	16.893	19.411
1349	12.416	14.072	15.4	16.9	19.419
1350	12.42	14.077	15.406	16.907	19.428
1351	12.424	14.082	15.412	16.914	19.437
1352	12.429	14.087	15.418	16.921	19.445
1353	12.433	14.093	15.424	16.928	19.454
1354	12.438	14.098	15.43	16.935	19.462
1355	12.442	14.103	15.436	16.942	19.471
1356	12.446	14.108	15.442	16.948	19.48
1357	12.45	14.114	15.448	16.955	19.488
1358	12.455	14.119	15.454	16.962	19.497
1359	12.459	14.124	15.46	16.969	19.505
1360	12.463	14.129	15.466	16.976	19.514
1361	12.468	14.135	15.472	16.983	19.523
1362	12.472	14.14	15.478	16.99	19.531
1363	12.476	14.145	15.484	16.997	19.54
1364	12.481	14.15	15.49	17.004	19.548
1365	12.485	14.155	15.496	17.011	19.557
1366	12.489	14.161	15.502	17.018	19.565
1367	12.494	14.166	15.508	17.025	19.574
1368	12.498	14.171	15.514	17.032	19.583
1369	12.502	14.176	15.52	17.038	19.591
1370	12.507	14.182	15.526	17.045	19.6
1371	12.511	14.187	15.532	17.052	19.608
1372	12.515	14.192	15.538	17.059	19.617
1373	12.519	14.197	15.544	17.066	19.626
1374	12.524	14.203	15.55	17.073	19.634
1375	12.528	14.208	15.556	17.08	19.643
1376	12.532	14.213	15.562	17.087	19.651
1377	12.537	14.218	15.568	17.094	19.66
1378	12.541	14.223	15.574	17.101	19.668
1379	12.545	14.229	15.58	17.108	19.677
1380	12.55	14.234	15.586	17.115	19.685
1381	12.554	14.239	15.592	17.122	19.694
1382	12.558	14.244	15.598	17.128	19.703
1383	12.562	14.249	15.604	17.135	19.711
1384	12.567	14.255	15.61	17.142	19.72
1385	12.571	14.26	15.616	17.149	19.728
1386	12.575	14.265	15.622	17.156	19.737
1387	12.58	14.27	15.628	17.163	19.746
1388	12.584	14.275	15.634	17.17	19.754
1389	12.588	14.281	15.64	17.177	19.762
1390	12.593	14.286	15.646	17.184	19.771
1391	12.597	14.291	15.652	17.191	19.78
1392	12.601	14.296	15.658	17.198	19.788
1393	12.605	14.301	15.664	17.205	19.797
1394	12.61	14.307	15.67	17.211	19.805
1395	12.614	14.312	15.676	17.218	19.814
1396	12.618	14.317	15.682	17.225	19.823
1397	12.623	14.322	15.688	17.232	19.831
1398	12.627	14.327	15.694	17.239	19.84
1399	12.631	14.333	15.7	17.246	19.848
1400	12.635	14.338	15.706	17.253	19.857
1401	12.64	14.343	15.712	17.26	19.865
1402	12.644	14.348	15.718	17.267	19.874
1403	12.648	14.354	15.724	17.274	19.883
1404	12.653	14.359	15.73	17.28	19.891
1405	12.657	14.364	15.736	17.287	19.9
1406	12.661	14.369	15.742	17.294	19.908
1407	12.665	14.374	15.748	17.301	19.917
1408	12.67	14.38	15.753	17.308	19.925
1409	12.674	14.385	15.759	17.315	19.934
1410	12.678	14.39	15.765	17.322	19.943
1411	12.683	14.395	15.771	17.329	19.951
1412	12.687	14.4	15.777	17.336	19.96
1413	12.691	14.406	15.783	17.343	19.968
1414	12.695	14.411	15.789	17.35	19.977
1415	12.7	14.416	15.795	17.357	19.986
1416	12.704	14.421	15.801	17.364	19.994
1417	12.708	14.426	15.807	17.37	20.003
1418	12.713	14.431	15.813	17.377	20.011
1419	12.717	14.437	15.819	17.384	20.02
1420	12.721	14.442	15.825	17.391	20.028
1421	12.725	14.447	15.831	17.398	20.037
1422	12.73	14.452	15.837	17.405	20.045
1423	12.734	14.457	15.843	17.412	20.054
1424	12.738	14.463	15.849	17.419	20.063
1425	12.742	14.468	15.855	17.426	20.071
1426	12.747	14.473	15.861	17.433	20.08
1427	12.751	14.478	15.867	17.439	20.088
1428	12.755	14.483	15.873	17.446	20.097
1429	12.759	14.489	15.879	17.453	20.106
1430	12.764	14.494	15.885	17.46	20.114
1431	12.768	14.499	15.891	17.467	20.122
1432	12.772	14.504	15.897	17.474	20.131
1433	12.777	14.509	15.903	17.481	20.14
1434	12.781	14.514	15.909	17.488	20.148
1435	12.785	14.52	15.915	17.495	20.157
1436	12.789	14.525	15.921	17.502	20.166
1437	12.794	14.53	15.927	17.508	20.174
1438	12.798	14.535	15.933	17.515	20.183
1439	12.802	14.54	15.939	17.522	20.191
1440	12.806	14.546	15.945	17.529	20.2
1441	12.811	14.551	15.951	17.536	20.208
1442	12.815	14.556	15.957	17.543	20.217
1443	12.819	14.561	15.962	17.55	20.226
1444	12.823	14.566	15.968	17.557	20.234
1445	12.828	14.572	15.974	17.564	20.243
1446	12.832	14.577	15.98	17.57	20.251
1447	12.836	14.582	15.986	17.577	20.26
1448	12.84	14.587	15.992	17.584	20.269
1449	12.845	14.592	15.998	17.591	20.277
1450	12.849	14.597	16.004	17.598	20.286
1451	12.853	14.602	16.01	17.605	20.294
1452	12.857	14.608	16.016	17.612	20.303
1453	12.862	14.613	16.022	17.619	20.311
1454	12.866	14.618	16.028	17.626	20.32
1455	12.87	14.623	16.034	17.633	20.329
1456	12.874	14.628	16.04	17.639	20.337
1457	12.879	14.634	16.046	17.646	20.346
1458	12.883	14.639	16.052	17.653	20.354
1459	12.887	14.644	16.058	17.66	20.363
1460	12.891	14.649	16.064	17.667	20.372
1461	12.896	14.654	16.07	17.674	20.38
1462	12.9	14.659	16.076	17.681	20.389
1463	12.904	14.665	16.082	17.688	20.397
1464	12.908	14.67	16.088	17.695	20.406
1465	12.913	14.675	16.094	17.702	20.414
1466	12.917	14.68	16.099	17.708	20.423
1467	12.921	14.685	16.106	17.715	20.432
1468	12.926	14.691	16.112	17.722	20.44
1469	12.93	14.696	16.117	17.729	20.449
1470	12.934	14.701	16.123	17.736	20.457
1471	12.938	14.706	16.129	17.743	20.466
1472	12.943	14.711	16.135	17.75	20.475
1473	12.947	14.716	16.141	17.757	20.483
1474	12.951	14.722	16.147	17.764	20.492
1475	12.955	14.727	16.153	17.771	20.5
1476	12.959	14.732	16.159	17.777	20.509
1477	12.964	14.737	16.165	17.784	20.517
1478	12.968	14.742	16.171	17.791	20.526
1479	12.972	14.747	16.177	17.798	20.535
1480	12.976	14.752	16.183	17.805	20.543
1481	12.981	14.758	16.189	17.812	20.552
1482	12.985	14.763	16.195	17.819	20.56
1483	12.989	14.768	16.201	17.826	20.569
1484	12.993	14.773	16.207	17.833	20.578
1485	12.998	14.778	16.213	17.839	20.586
1486	13.002	14.784	16.219	17.846	20.595
1487	13.006	14.789	16.225	17.853	20.603
1488	13.01	14.794	16.231	17.86	20.612
1489	13.015	14.799	16.237	17.867	20.62
1490	13.019	14.804	16.243	17.874	20.629
1491	13.023	14.809	16.249	17.881	20.638
1492	13.027	14.814	16.254	17.888	20.647
1493	13.032	14.82	16.26	17.895	20.655
1494	13.036	14.825	16.266	17.902	20.664
1495	13.04	14.83	16.272	17.909	20.672
1496	13.044	14.835	16.278	17.915	20.681
1497	13.049	14.84	16.284	17.922	20.689
1498	13.053	14.845	16.29	17.929	20.698
1499	13.057	14.851	16.296	17.936	20.707
1500	13.061	14.856	16.302	17.943	20.715
1501	13.066	14.861	16.308	17.95	20.724
1502	13.07	14.866	16.314	17.957	20.732
1503	13.074	14.871	16.32	17.964	20.741
1504	13.078	14.877	16.326	17.971	20.75
1505	13.083	14.882	16.332	17.977	20.758
1506	13.087	14.887	16.338	17.984	20.767
1507	13.091	14.892	16.344	17.991	20.775
1508	13.095	14.897	16.35	17.998	20.784
1509	13.099	14.902	16.356	18.005	20.793
1510	13.104	14.907	16.362	18.012	20.801
1511	13.108	14.913	16.368	18.019	20.81
1512	13.112	14.918	16.374	18.026	20.818
1513	13.116	14.923	16.379	18.033	20.827
1514	13.121	14.928	16.385	18.039	20.835
1515	13.125	14.933	16.391	18.046	20.844
1516	13.129	14.938	16.397	18.053	20.853
1517	13.133	14.944	16.403	18.06	20.861
1518	13.138	14.949	16.409	18.067	20.87
1519	13.142	14.954	16.415	18.074	20.879
1520	13.146	14.959	16.421	18.081	20.887
1521	13.15	14.964	16.427	18.088	20.896
1522	13.155	14.969	16.433	18.095	20.904
1523	13.159	14.974	16.439	18.102	20.913
1524	13.163	14.98	16.445	18.108	20.921
1525	13.167	14.985	16.451	18.115	20.93
1526	13.172	14.99	16.457	18.122	20.939
1527	13.176	14.995	16.463	18.129	20.947
1528	13.18	15	16.469	18.136	20.956
1529	13.184	15.005	16.475	18.143	20.965
1530	13.188	15.011	16.481	18.15	20.973
1531	13.193	15.016	16.487	18.157	20.982
1532	13.197	15.021	16.493	18.164	20.99
1533	13.201	15.026	16.498	18.171	20.999
1534	13.205	15.031	16.504	18.177	21.007
1535	13.21	15.036	16.51	18.184	21.016
1536	13.214	15.042	16.516	18.191	21.025
1537	13.218	15.047	16.522	18.198	21.033
1538	13.222	15.052	16.528	18.205	21.042
1539	13.227	15.057	16.534	18.212	21.051
1540	13.231	15.062	16.54	18.219	21.06
1541	13.235	15.067	16.546	18.226	21.068
1542	13.239	15.073	16.552	18.233	21.077
1543	13.243	15.078	16.558	18.24	21.085
1544	13.248	15.083	16.564	18.246	21.094
1545	13.252	15.088	16.57	18.253	21.102
1546	13.256	15.093	16.576	18.26	21.111
1547	13.26	15.098	16.582	18.267	21.119
1548	13.265	15.103	16.588	18.274	21.128
1549	13.269	15.109	16.594	18.281	21.137
1550	13.273	15.114	16.6	18.288	21.145
1551	13.277	15.119	16.606	18.295	21.154
1552	13.281	15.124	16.611	18.302	21.163
1553	13.286	15.129	16.617	18.308	21.171
1554	13.29	15.134	16.623	18.315	21.18
1555	13.294	15.14	16.629	18.322	21.189
1556	13.299	15.145	16.635	18.329	21.197
1557	13.303	15.15	16.641	18.336	21.206
1558	13.307	15.155	16.647	18.343	21.214
1559	13.311	15.16	16.653	18.35	21.223
1560	13.315	15.165	16.659	18.357	21.232
1561	13.319	15.17	16.665	18.364	21.24
1562	13.324	15.176	16.671	18.37	21.249
1563	13.328	15.181	16.677	18.377	21.257
1564	13.332	15.186	16.683	18.384	21.266
1565	13.337	15.191	16.689	18.391	21.274
1566	13.341	15.196	16.695	18.398	21.283
1567	13.345	15.201	16.701	18.405	21.292
1568	13.349	15.206	16.707	18.412	21.3
1569	13.353	15.212	16.713	18.419	21.309
1570	13.358	15.217	16.718	18.426	21.317
1571	13.362	15.222	16.724	18.433	21.326
1572	13.366	15.227	16.73	18.439	21.335
1573	13.37	15.232	16.736	18.446	21.343
1574	13.375	15.237	16.742	18.453	21.352
1575	13.379	15.242	16.748	18.46	21.361
1576	13.383	15.248	16.754	18.467	21.369
1577	13.387	15.253	16.76	18.474	21.378
1578	13.391	15.258	16.766	18.481	21.387
1579	13.396	15.263	16.772	18.488	21.395
1580	13.4	15.268	16.778	18.495	21.404
1581	13.404	15.273	16.784	18.502	21.413
1582	13.408	15.279	16.79	18.508	21.421
1583	13.412	15.284	16.796	18.515	21.43
1584	13.417	15.289	16.802	18.522	21.438
1585	13.421	15.294	16.808	18.529	21.447
1586	13.425	15.299	16.814	18.536	21.456
1587	13.429	15.304	16.819	18.543	21.464
1588	13.434	15.309	16.825	18.55	21.473
1589	13.438	15.315	16.831	18.557	21.481
1590	13.442	15.32	16.837	18.563	21.49
1591	13.446	15.325	16.843	18.57	21.499
1592	13.451	15.33	16.849	18.577	21.507
1593	13.455	15.335	16.855	18.584	21.516
1594	13.459	15.34	16.861	18.591	21.525
1595	13.463	15.345	16.867	18.598	21.533
1596	13.467	15.351	16.873	18.605	21.542
1597	13.471	15.356	16.879	18.612	21.55
1598	13.476	15.361	16.885	18.619	21.559
1599	13.48	15.366	16.891	18.626	21.568
1600	13.484	15.371	16.897	18.632	21.576
1601	13.488	15.376	16.903	18.639	21.585
1602	13.493	15.381	16.909	18.646	21.594
1603	13.497	15.387	16.914	18.653	21.602
1604	13.501	15.392	16.92	18.66	21.611
1605	13.505	15.397	16.926	18.667	21.619
1606	13.509	15.402	16.932	18.674	21.628
1607	13.514	15.407	16.938	18.681	21.636
1608	13.518	15.412	16.944	18.687	21.645
1609	13.522	15.417	16.95	18.694	21.654
1610	13.526	15.422	16.956	18.701	21.662
1611	13.531	15.428	16.962	18.708	21.671
1612	13.535	15.433	16.968	18.715	21.68
1613	13.539	15.438	16.974	18.722	21.688
1614	13.543	15.443	16.98	18.729	21.697
1615	13.547	15.448	16.986	18.736	21.705
1616	13.552	15.453	16.992	18.743	21.714
1617	13.556	15.458	16.997	18.749	21.723
1618	13.56	15.464	17.003	18.756	21.731
1619	13.564	15.469	17.009	18.763	21.74
1620	13.568	15.474	17.015	18.77	21.748
1621	13.573	15.479	17.021	18.777	21.757
1622	13.577	15.484	17.027	18.784	21.765
1623	13.581	15.489	17.033	18.791	21.774
1624	13.585	15.494	17.039	18.798	21.783
1625	13.589	15.499	17.045	18.804	21.791
1626	13.594	15.505	17.051	18.811	21.8
1627	13.598	15.51	17.057	18.818	21.808
1628	13.602	15.515	17.063	18.825	21.817
1629	13.606	15.52	17.069	18.832	21.826
1630	13.61	15.525	17.074	18.839	21.834
1631	13.615	15.53	17.08	18.846	21.843
1632	13.619	15.535	17.086	18.853	21.852
1633	13.623	15.54	17.092	18.859	21.86
1634	13.627	15.546	17.098	18.866	21.869
1635	13.631	15.551	17.104	18.873	21.877
1636	13.636	15.556	17.11	18.88	21.886
1637	13.64	15.561	17.116	18.887	21.895
1638	13.644	15.566	17.122	18.894	21.903
1639	13.648	15.571	17.128	18.901	21.912
1640	13.652	15.576	17.134	18.908	21.92
1641	13.657	15.581	17.14	18.914	21.929
1642	13.661	15.587	17.146	18.921	21.938
1643	13.665	15.592	17.151	18.928	21.946
1644	13.669	15.597	17.157	18.935	21.955
1645	13.673	15.602	17.163	18.942	21.964
1646	13.678	15.607	17.169	18.949	21.972
1647	13.682	15.612	17.175	18.956	21.981
1648	13.686	15.617	17.181	18.962	21.989
1649	13.69	15.622	17.187	18.969	21.998
1650	13.694	15.627	17.193	18.976	22.006
1651	13.699	15.633	17.199	18.983	22.015
1652	13.703	15.638	17.205	18.99	22.024
1653	13.707	15.643	17.211	18.997	22.032
1654	13.711	15.648	17.216	19.004	22.041
1655	13.715	15.653	17.222	19.011	22.049
1656	13.719	15.658	17.228	19.017	22.058
1657	13.724	15.663	17.234	19.024	22.067
1658	13.728	15.668	17.24	19.031	22.075
1659	13.732	15.674	17.246	19.038	22.084
1660	13.736	15.679	17.252	19.045	22.093
1661	13.74	15.684	17.258	19.052	22.101
1662	13.745	15.689	17.264	19.059	22.11
1663	13.749	15.694	17.27	19.065	22.118
1664	13.753	15.699	17.275	19.072	22.127
1665	13.757	15.704	17.281	19.079	22.136
1666	13.761	15.709	17.287	19.086	22.144
1667	13.765	15.714	17.293	19.093	22.153
1668	13.77	15.719	17.299	19.1	22.161
1669	13.774	15.725	17.305	19.107	22.17
1670	13.778	15.73	17.311	19.113	22.178
1671	13.782	15.735	17.317	19.12	22.187
1672	13.786	15.74	17.323	19.127	22.195
1673	13.791	15.745	17.329	19.134	22.204
1674	13.795	15.75	17.334	19.141	22.213
1675	13.799	15.755	17.34	19.148	22.221
1676	13.803	15.76	17.346	19.154	22.23
1677	13.807	15.765	17.352	19.161	22.238
1678	13.811	15.77	17.358	19.168	22.247
1679	13.816	15.775	17.364	19.175	22.256
1680	13.82	15.781	17.37	19.182	22.264
1681	13.824	15.786	17.376	19.189	22.273
1682	13.828	15.791	17.382	19.195	22.281
1683	13.832	15.796	17.387	19.202	22.29
1684	13.836	15.801	17.393	19.209	22.298
1685	13.841	15.806	17.399	19.216	22.307
1686	13.845	15.811	17.405	19.223	22.316
1687	13.849	15.816	17.411	19.23	22.324
1688	13.853	15.821	17.417	19.237	22.333
1689	13.857	15.826	17.423	19.243	22.341
1690	13.861	15.831	17.429	19.25	22.35
1691	13.866	15.837	17.434	19.257	22.358
1692	13.87	15.842	17.44	19.264	22.367
1693	13.874	15.847	17.446	19.271	22.376
1694	13.878	15.852	17.452	19.278	22.384
1695	13.882	15.857	17.458	19.284	22.393
1696	13.886	15.862	17.464	19.291	22.401
1697	13.891	15.867	17.47	19.298	22.41
1698	13.895	15.872	17.476	19.305	22.419
1699	13.899	15.877	17.481	19.312	22.427
1700	13.903	15.882	17.487	19.318	22.436
1701	13.907	15.887	17.493	19.325	22.444
1702	13.911	15.892	17.499	19.332	22.453
1703	13.915	15.897	17.505	19.339	22.461
1704	13.919	15.902	17.511	19.346	22.47
1705	13.924	15.908	17.517	19.353	22.479
1706	13.928	15.913	17.522	19.359	22.487
1707	13.932	15.918	17.528	19.366	22.496
1708	13.936	15.923	17.534	19.373	22.504
1709	13.94	15.928	17.54	19.38	22.513
1710	13.944	15.933	17.546	19.387	22.522
1711	13.949	15.938	17.552	19.393	22.53
1712	13.953	15.943	17.558	19.4	22.539
1713	13.957	15.948	17.563	19.407	22.547
1714	13.961	15.953	17.569	19.414	22.556
1715	13.965	15.958	17.575	19.421	22.564
1716	13.969	15.963	17.581	19.427	22.572
1717	13.973	15.968	17.587	19.434	22.581
1718	13.978	15.973	17.593	19.441	22.589
1719	13.982	15.978	17.599	19.448	22.598
1720	13.986	15.984	17.604	19.455	22.607
1721	13.99	15.989	17.61	19.462	22.615
1722	13.994	15.994	17.616	19.468	22.624
1723	13.998	15.999	17.622	19.475	22.632
1724	14.002	16.004	17.628	19.482	22.641
1725	14.006	16.009	17.634	19.489	22.65
1726	14.011	16.014	17.639	19.495	22.658
1727	14.015	16.019	17.645	19.502	22.667
1728	14.019	16.024	17.651	19.509	22.675
1729	14.023	16.029	17.657	19.516	22.684
1730	14.027	16.034	17.663	19.523	22.692
1731	14.031	16.039	17.669	19.53	22.701
1732	14.035	16.044	17.675	19.536	22.709
1733	14.039	16.049	17.68	19.543	22.718
1734	14.044	16.054	17.686	19.55	22.726
1735	14.048	16.059	17.692	19.557	22.735
1736	14.052	16.064	17.698	19.563	22.743
1737	14.056	16.069	17.704	19.57	22.752
1738	14.06	16.074	17.71	19.577	22.761
1739	14.064	16.079	17.715	19.584	22.769
1740	14.068	16.084	17.721	19.591	22.778
1741	14.072	16.089	17.727	19.597	22.786
1742	14.077	16.094	17.733	19.604	22.795
1743	14.081	16.1	17.739	19.611	22.803
1744	14.085	16.104	17.744	19.618	22.812
1745	14.089	16.11	17.75	19.624	22.82
1746	14.093	16.115	17.756	19.631	22.829
1747	14.097	16.12	17.762	19.638	22.837
1748	14.101	16.125	17.768	19.645	22.845
1749	14.105	16.13	17.774	19.652	22.854
1750	14.11	16.135	17.779	19.658	22.863
1751	14.113	16.14	17.785	19.665	22.871
1752	14.118	16.145	17.791	19.672	22.88
1753	14.122	16.15	17.797	19.679	22.888
1754	14.126	16.155	17.803	19.685	22.897
1755	14.13	16.16	17.808	19.692	22.905
1756	14.134	16.165	17.814	19.699	22.914
1757	14.138	16.17	17.82	19.706	22.922
1758	14.142	16.175	17.826	19.712	22.931
1759	14.146	16.18	17.832	19.719	22.939
1760	14.15	16.185	17.837	19.726	22.948
1761	14.155	16.19	17.843	19.733	22.956
1762	14.159	16.195	17.849	19.74	22.965
1763	14.163	16.2	17.855	19.746	22.973
1764	14.167	16.205	17.861	19.753	22.982
1765	14.171	16.21	17.866	19.76	22.99
1766	14.175	16.215	17.872	19.766	22.999
1767	14.179	16.22	17.878	19.773	23.007
1768	14.183	16.225	17.884	19.78	23.016
1769	14.187	16.23	17.89	19.787	23.024
1770	14.191	16.235	17.895	19.794	23.033
1771	14.195	16.24	17.901	19.8	23.041
1772	14.2	16.245	17.907	19.807	23.05
1773	14.204	16.25	17.913	19.814	23.058
1774	14.208	16.255	17.919	19.821	23.067
1775	14.212	16.26	17.924	19.827	23.075
1776	14.216	16.265	17.93	19.834	23.084
1777	14.22	16.27	17.936	19.841	23.092
1778	14.224	16.275	17.942	19.848	23.101
1779	14.228	16.28	17.948	19.854	23.109
1780	14.232	16.285	17.953	19.861	23.118
1781	14.236	16.29	17.959	19.868	23.126
1782	14.24	16.295	17.965	19.874	23.134
1783	14.244	16.3	17.971	19.881	23.143
1784	14.248	16.305	17.976	19.888	23.152
1785	14.253	16.31	17.982	19.894	23.16
1786	14.257	16.315	17.988	19.901	23.168
1787	14.261	16.32	17.994	19.908	23.177
1788	14.265	16.325	18	19.915	23.186
1789	14.269	16.33	18.005	19.921	23.194
1790	14.273	16.335	18.011	19.928	23.203
1791	14.277	16.34	18.017	19.935	23.211
1792	14.281	16.345	18.023	19.942	23.219
1793	14.285	16.35	18.028	19.948	23.228
1794	14.289	16.355	18.034	19.955	23.236
1795	14.293	16.359	18.04	19.962	23.245
1796	14.297	16.365	18.046	19.969	23.253
1797	14.301	16.369	18.051	19.975	23.261
1798	14.305	16.374	18.057	19.982	23.27
1799	14.31	16.379	18.063	19.989	23.279
1800	14.313	16.384	18.069	19.995	23.287
1801	14.318	16.389	18.074	20.002	23.295
1802	14.322	16.394	18.08	20.009	23.304
1803	14.326	16.399	18.086	20.016	23.312
1804	14.33	16.404	18.092	20.022	23.321
1805	14.334	16.409	18.097	20.029	23.329
1806	14.338	16.414	18.103	20.036	23.338
1807	14.342	16.419	18.109	20.042	23.346
1808	14.346	16.424	18.115	20.049	23.355
1809	14.35	16.429	18.12	20.056	23.363
1810	14.354	16.434	18.126	20.062	23.372
1811	14.358	16.439	18.132	20.069	23.38
1812	14.362	16.444	18.138	20.076	23.388
1813	14.366	16.449	18.143	20.083	23.397
1814	14.37	16.454	18.149	20.089	23.405
1815	14.374	16.459	18.155	20.096	23.413
1816	14.378	16.464	18.161	20.103	23.422
1817	14.382	16.469	18.166	20.109	23.43
1818	14.386	16.474	18.172	20.116	23.439
1819	14.39	16.479	18.178	20.123	23.447
1820	14.394	16.484	18.184	20.129	23.456
1821	14.398	16.488	18.189	20.136	23.464
1822	14.402	16.493	18.195	20.143	23.473
1823	14.406	16.498	18.201	20.149	23.481
1824	14.41	16.503	18.206	20.156	23.49
1825	14.415	16.508	18.212	20.163	23.498
1826	14.419	16.513	18.218	20.169	23.507
1827	14.423	16.518	18.224	20.176	23.515
1828	14.427	16.523	18.229	20.183	23.523
1829	14.431	16.528	18.235	20.189	23.532
1830	14.435	16.533	18.241	20.196	23.54
1831	14.439	16.538	18.247	20.203	23.549
1832	14.443	16.543	18.252	20.209	23.557
1833	14.447	16.548	18.258	20.216	23.565
1834	14.451	16.553	18.264	20.223	23.574
1835	14.455	16.557	18.269	20.229	23.582
1836	14.459	16.563	18.275	20.236	23.59
1837	14.463	16.567	18.281	20.243	23.599
1838	14.467	16.572	18.287	20.249	23.607
1839	14.471	16.577	18.292	20.256	23.616
1840	14.475	16.582	18.298	20.263	23.624
1841	14.479	16.587	18.304	20.269	23.633
1842	14.483	16.592	18.309	20.276	23.641
1843	14.487	16.597	18.315	20.283	23.649
1844	14.491	16.602	18.321	20.289	23.658
1845	14.495	16.607	18.326	20.296	23.666
1846	14.499	16.612	18.332	20.303	23.675
1847	14.503	16.616	18.338	20.309	23.683
1848	14.507	16.621	18.344	20.316	23.692
1849	14.511	16.626	18.349	20.323	23.7
1850	14.515	16.631	18.355	20.329	23.708
1851	14.519	16.636	18.361	20.336	23.717
1852	14.523	16.641	18.366	20.343	23.725
1853	14.527	16.646	18.372	20.349	23.734
1854	14.531	16.651	18.378	20.356	23.742
1855	14.535	16.656	18.383	20.363	23.75
1856	14.539	16.661	18.389	20.369	23.759
