Var1
3224.3
3248.8
3273.5
3298.4
3323.5
3348.8
3374.3
3399.9
3425.7
3451.7
3477.9
3504.3
3530.9
3557.7
3584.7
3611.9
3639.4
3667.1
3695
3723.1
3751.4
3779.9
3808.6
3837.5
3866.7
3896.1
3925.7
3955.5
3985.6
4015.9
4029.6
4060.2
4091.1
4122.2
4153.5
4185.1
4216.9
4248.9
4281.2
4313.7
4346.5
4376.1
4405.9
4435.9
4466.1
4496
4526.6
4557.8
4589.2
4620.9
4652.3
4684.4
4714.8
4747.3
4780.1
4813.6
4847.3
4883.2
4921.8
4961.2
5000.4
5040.4
5080.7
5121.3
5162.8
5203.6
5245.2
5287.7
5330.5
5372.6
5394.6
5416.7
5438.4
5460.2
5482
5503.4
5525.4
5546.9
5569.6
5592.4
5614.2
5636.1
5659.2
5681.8
5704.5
5726.2
5748.5
5770.9
5794
5819.5
5837
5854.5
5871.5
5889.1
5906.8
5925.1
5942.9
5960.1
5977.4
5994.7
6012.1
6029.5
6047
6065.1
6083.3
6100.9
6119.8
6138.2
6157.2
6175.7
6194.2
6212.8
6231.4
6250.7
6269.5
6287.7
6306.6
6324.9
6343.9
6362.9
6378.2
6392.9
6408.2
6423.6
6439.7
6454.5
6470.6
6487.4
6503
6518.6
6527.7
6536.8
6546.6
6556.4
6566.2
6575.4
6584.6
6595.1
6605.7
6616.3
6626.2
6635.5
6644.8
6654.1
6662.8
6672.1
6681.4
6690.1
6698.8
6704.2
6710.2
6716.2
6722.2
6728.2
6734.3
6740.4
6746.5
6752.6
6758.7
6764.8
6770.9
6777
6783.1
6789.2
6795.3
6801.4
6807.5
6813.6
6819.7
6825.8
6831.9
6838
6844.2
6850.4
6856.6
6862.8
6869
6875.2
6881.4
6889
